"UNITID","CIPCODE","EFNRALM","EFNRALW","EFBKAAM","EFBKAAW","EFAIANM","EFAIANW","DVEFAIM","DVEFAIW","EFHISPM","EFHISPW","EFWHITM","EFWHITW","EFUNKNM","EFUNKNW"
110547,27,2,0,12,10,1,0,3,1,11,13,2,4,8,4
110547,40,1,0,9,3,0,0,4,4,9,11,4,4,4,0
110547,52,11,20,130,259,7,2,54,73,133,200,63,74,59,74
110556,13,2,25,6,18,1,2,9,20,24,47,64,111,22,41
110556,14,165,28,23,4,6,0,93,16,131,27,196,23,76,9
110556,26,31,44,6,18,1,2,31,37,51,76,55,89,39,46
110556,27,12,3,0,4,1,1,8,3,17,13,33,28,9,14
110556,40,10,14,3,5,4,1,12,14,17,10,43,41,15,15
110556,52,139,161,52,53,10,9,123,145,251,293,481,379,192,138
110565,13,1,14,5,30,1,7,14,207,39,412,34,561,14,130
110565,14,36,7,17,4,4,0,133,10,136,22,111,19,36,9
110565,26,10,7,9,13,2,2,92,201,72,136,66,143,31,70
110565,27,6,5,2,0,1,0,19,22,35,33,39,41,17,6
110565,40,1,1,3,2,0,2,14,10,27,14,29,26,12,8
110565,52,175,236,70,80,14,11,919,1280,565,680,952,730,321,296
110574,14,4,0,8,6,1,0,10,5,9,4,14,1,10,8
110574,26,4,15,6,33,0,0,46,95,15,32,18,54,23,61
110574,27,2,5,6,3,0,0,14,9,6,8,19,9,10,5
110574,40,4,3,3,2,1,0,11,7,4,1,18,16,14,9
110574,52,89,151,93,153,2,8,445,704,108,161,235,232,252,322
110583,13,0,0,2,1,1,0,2,1,4,14,9,10,2,0
110583,14,150,23,67,24,3,4,333,69,290,56,312,43,119,24
110583,26,14,29,19,62,2,3,116,231,82,197,146,247,45,98
110583,27,3,5,3,8,1,1,27,28,32,36,27,46,21,10
110583,40,7,6,2,7,1,1,13,24,16,11,32,25,12,16
110583,52,172,154,106,179,15,20,520,683,467,584,842,630,256,225
110592,13,3,24,9,80,0,4,13,160,101,770,8,52,10,60
110592,14,62,6,34,8,2,0,116,21,318,63,44,6,44,7
110592,26,6,14,19,26,1,0,54,80,79,152,23,32,21,35
110592,27,6,1,6,4,0,0,19,16,37,33,6,5,8,4
110592,40,5,5,5,1,0,1,9,4,27,23,15,12,8,4
110592,52,94,135,91,114,2,2,266,490,450,520,144,93,84,111
110608,13,0,14,5,72,0,6,3,69,19,216,14,239,5,119
110608,14,60,13,41,13,2,0,158,37,252,45,195,27,109,20
110608,26,14,26,34,97,3,6,65,116,95,184,144,171,96,114
110608,27,7,9,1,7,0,2,13,9,27,31,32,40,19,21
110608,40,3,1,3,3,0,0,16,4,24,10,35,26,18,14
110608,52,152,156,153,193,9,17,413,465,538,653,835,730,419,479
110617,13,1,5,4,30,1,4,9,64,3,90,27,343,9,57
110617,14,51,14,57,17,10,1,401,78,183,56,409,56,147,29
110617,26,2,8,16,35,3,4,56,103,29,42,78,157,34,66
110617,27,1,2,4,2,0,1,12,15,11,5,45,47,11,12
110617,40,3,4,7,11,3,0,14,19,21,11,71,65,24,24
110617,52,38,75,106,97,17,11,357,536,231,256,806,790,285,206
110635,14,125,64,24,13,8,2,1147,456,117,38,532,129,245,78
110635,26,11,27,9,17,0,5,235,392,14,40,129,177,52,82
110635,27,13,10,5,1,0,1,119,71,17,8,67,31,20,11
110635,40,11,8,8,11,1,0,73,75,20,10,118,47,24,19
110635,52,12,17,5,3,3,0,110,149,16,8,52,42,27,19
110644,14,55,20,27,15,13,5,1029,297,140,50,875,187,112,27
110644,26,23,52,40,61,14,25,636,1157,134,212,611,1097,126,168
110644,27,8,8,2,3,1,1,72,61,22,13,90,62,15,12
110644,40,6,1,1,8,0,2,70,55,19,18,160,75,23,17
110653,14,69,16,34,13,5,0,971,229,164,44,293,66,126,37
110653,26,25,18,26,44,3,9,620,950,107,204,225,334,108,101
110653,27,5,4,2,1,1,0,59,69,10,16,34,34,11,8
110653,40,5,3,1,3,7,0,63,95,23,18,76,39,22,15
110662,14,77,18,30,10,8,1,953,275,101,26,503,135,122,34
110662,26,35,48,33,84,5,6,646,1086,164,286,387,533,85,116
110662,27,16,10,7,7,0,1,116,129,68,47,101,78,21,12
110662,40,14,8,12,10,0,0,72,68,32,21,126,64,22,10
110662,52,5,15,1,0,1,1,101,122,10,4,77,37,17,5
110671,14,50,7,54,17,3,0,653,139,226,34,338,39,102,14
110671,26,7,11,24,67,3,2,280,390,90,157,112,170,34,43
110671,27,2,3,6,3,1,1,32,31,28,32,42,32,5,3
110671,40,1,1,3,6,0,1,27,32,19,16,57,32,10,8
110671,52,57,58,46,78,6,4,738,763,237,294,296,201,83,69
110680,14,96,28,21,15,7,2,1239,396,180,69,860,202,255,65
110680,26,11,37,9,26,3,9,436,812,99,179,418,614,131,164
110680,27,11,6,1,1,1,2,98,69,25,19,99,73,30,19
110680,40,9,7,1,2,2,3,107,220,31,40,144,109,41,27
110680,52,11,8,2,2,1,0,170,193,18,19,116,65,32,22
110705,14,22,6,15,1,5,1,212,45,94,24,495,88,96,25
110705,26,4,4,15,21,4,12,88,164,71,146,315,465,54,65
110705,27,3,3,2,4,1,0,17,16,17,17,64,54,15,10
110705,40,7,5,5,5,2,1,40,37,38,37,167,93,33,21
110705,52,29,28,25,14,8,7,219,174,137,100,642,324,122,56
110714,14,4,1,3,0,0,0,42,5,17,1,51,3,15,3
110714,26,1,4,2,13,0,2,33,54,28,60,97,200,36,41
110714,27,0,0,1,0,0,2,3,7,5,5,23,14,1,3
110714,40,1,2,0,1,2,2,11,12,18,10,66,35,16,4
110714,52,4,3,4,6,0,3,75,82,24,26,100,51,27,14
111188,14,1,0,4,0,2,0,13,0,11,1,56,7,16,4
111188,52,3,0,3,1,1,0,9,2,5,1,22,7,6,0
111948,13,0,2,2,0,0,0,2,3,4,1,8,18,0,7
111948,26,1,2,1,0,1,0,3,9,6,6,19,25,1,10
111948,27,NA,NA,1,1,NA,NA,NA,2,3,3,3,6,NA,3
111948,40,1,0,1,0,0,0,1,2,0,0,4,4,2,0
111948,52,19,12,4,4,1,0,22,24,44,28,219,155,37,29
112075,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
112075,26,NA,NA,2,2,NA,NA,2,3,4,14,9,19,2,2
112075,27,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,7,1,NA
112075,52,3,1,4,3,1,NA,7,11,9,4,82,56,3,4
112084,13,0,1,1,0,0,1,1,4,2,11,23,70,0,0
112084,26,1,0,0,0,0,0,0,0,0,1,8,9,0,0
112084,27,1,0,0,0,0,0,0,0,0,2,1,2,0,0
112084,52,1,0,1,2,0,0,1,3,3,3,28,8,0,0
112233,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
112233,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
112233,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
112260,14,0,0,0,0,0,0,5,0,3,0,11,3,1,0
112260,26,1,1,4,1,0,1,8,9,4,6,9,25,0,2
112260,27,1,NA,1,1,NA,NA,1,NA,2,NA,16,7,NA,1
112260,40,0,0,2,2,0,0,0,0,0,0,5,8,0,0
112312,26,2,3,2,3,2,1,10,6,17,8,21,19,22,16
112394,14,0,0,3,0,0,0,13,3,5,1,25,1,11,0
113607,52,25,15,105,128,20,17,308,307,333,367,261,200,76,38
113698,26,1,4,3,5,0,1,1,9,4,7,8,12,2,3
113698,52,14,NA,5,7,0,NA,5,6,10,10,36,57,3,8
114813,13,1,2,1,1,1,1,0,5,19,50,26,126,1,10
114813,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
114813,27,1,NA,NA,NA,NA,NA,NA,1,NA,NA,6,1,NA,1
114813,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114813,52,NA,NA,NA,4,NA,3,2,NA,9,32,50,48,11,10
115083,52,35,48,22,37,0,2,45,68,24,30,140,171,117,132
115409,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA
115409,26,1,1,NA,NA,NA,NA,2,1,NA,NA,5,14,NA,2
115409,27,NA,NA,NA,NA,1,NA,2,3,2,1,27,11,3,3
115409,40,1,0,1,0,0,0,8,4,4,0,52,30,5,2
115728,26,0,0,1,8,0,0,0,4,2,6,5,5,2,1
115728,52,7,1,7,55,0,0,3,9,5,11,10,7,5,15
115755,13,0,0,1,0,1,0,3,0,2,0,12,5,5,0
115755,14,0,0,3,1,4,0,7,0,11,3,89,29,20,10
115755,26,3,2,5,12,11,10,12,19,15,45,134,280,56,89
115755,27,3,0,0,1,1,0,3,1,3,5,32,20,9,8
115755,40,1,1,1,3,2,2,1,0,11,11,84,50,31,17
115755,52,0,0,19,1,2,6,3,9,23,11,120,91,29,27
115773,52,0,0,55,73,5,16,15,59,20,203,23,96,12,66
116040,14,28,8,11,6,0,0,36,18,22,6,20,2,0,0
116040,52,9,6,8,3,0,0,6,13,9,6,1,3,0,0
116475,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116484,52,NA,0,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA
116712,52,NA,NA,1,3,0,0,2,5,2,1,6,13,0,2
117140,13,0,0,4,46,1,2,4,4,15,76,32,49,3,10
117140,26,0,1,1,5,0,0,2,5,5,19,6,18,1,4
117140,27,0,0,1,0,0,1,0,0,2,2,2,4,3,0
117140,40,0,0,0,5,0,0,2,3,4,5,6,3,1,2
117140,52,4,4,66,133,12,16,32,46,192,255,367,375,70,63
117557,52,21,13,2,2,0,0,15,8,0,0,4,3,0,0
117627,13,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA
117627,14,NA,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,NA,NA
117627,26,NA,NA,NA,NA,NA,NA,25,NA,12,22,NA,23,4,NA
117627,27,NA,NA,NA,1,NA,NA,NA,1,1,2,1,NA,NA,NA
117627,40,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
117627,52,13,NA,NA,14,NA,3,26,23,27,31,41,31,NA,7
117636,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117751,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA
117751,27,NA,NA,NA,NA,NA,NA,1,1,NA,NA,12,4,NA,NA
117751,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,62,NA,NA
117946,14,NA,NA,NA,NA,NA,NA,39,NA,38,NA,104,NA,20,NA
117946,26,NA,NA,NA,NA,NA,NA,16,NA,NA,49,55,NA,12,NA
117946,27,NA,NA,NA,1,NA,NA,NA,2,4,7,9,12,1,NA
117946,40,NA,NA,3,7,NA,NA,NA,NA,7,14,22,26,NA,NA
117946,52,26,32,NA,41,NA,4,103,97,88,128,317,276,72,63
118693,52,27,18,14,3,1,0,29,20,33,27,106,39,25,24
118888,26,0,1,0,2,0,0,0,4,0,0,0,11,0,4
118888,27,0,0,0,2,0,0,0,2,0,3,0,2,0,2
118888,40,0,1,0,1,0,0,0,1,0,0,0,6,0,0
118888,52,0,0,0,0,0,0,0,3,0,0,0,2,0,2
119173,13,0,0,0,5,0,0,0,8,1,53,0,7,0,4
119173,26,0,0,0,11,0,0,0,36,0,52,0,20,0,12
119173,27,0,0,0,0,0,1,0,2,0,5,0,1,0,0
119173,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1
119173,52,0,0,0,13,0,1,1,15,1,40,0,14,1,5
119544,52,8,8,0,1,0,0,2,1,14,34,0,0,0,1
119605,26,NA,NA,1,NA,NA,NA,3,2,1,NA,4,9,NA,NA
119605,27,NA,NA,2,2,NA,NA,NA,2,6,NA,15,7,NA,NA
119605,40,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
119605,52,18,9,77,101,3,8,62,109,89,120,304,395,33,32
119711,13,0,0,0,0,0,0,0,0,0,0,0,0,0,34
119711,26,0,0,0,0,0,0,0,0,0,0,0,0,119,98
120166,14,33,13,2,0,0,0,24,5,2,1,6,0,0,0
120166,52,NA,21,NA,NA,NA,NA,8,11,NA,NA,NA,NA,NA,NA
120184,26,3,2,1,4,0,2,5,16,5,9,6,27,4,7
120184,52,10,15,13,11,2,1,13,26,18,37,38,82,21,34
120254,26,2,0,1,5,0,0,8,14,1,6,13,23,1,2
120254,27,2,0,1,1,0,0,1,2,0,0,9,10,0,0
120254,40,1,1,0,0,0,0,3,4,4,1,22,4,0,0
120537,13,0,0,1,1,0,2,0,2,2,11,6,62,0,0
120537,52,14,6,6,17,0,2,3,5,12,21,37,29,7,13
120838,52,5,6,0,0,0,0,0,0,0,0,0,1,0,0
120865,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,55
120865,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,60
120865,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8
120865,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,23
120865,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,118
120883,13,0,0,0,7,0,0,2,22,2,22,9,110,2,10
120883,14,31,3,10,4,0,1,84,40,41,16,181,39,24,5
120883,26,3,2,0,4,1,0,78,135,12,19,40,51,9,11
120883,27,0,0,0,0,0,0,4,1,2,0,4,7,0,1
120883,40,1,0,0,0,0,0,2,3,0,1,12,11,1,0
120883,52,19,8,5,9,3,3,30,62,22,32,150,105,16,18
121150,13,1,0,4,3,0,2,0,0,1,4,13,14,2,0
121150,14,3,3,1,0,0,0,1,0,0,1,8,2,1,1
121150,26,0,2,2,11,2,2,4,15,3,9,31,48,6,7
121150,27,1,2,1,1,0,0,0,1,0,1,4,4,1,1
121150,40,0,0,1,0,0,0,0,2,0,1,6,1,1,1
121150,52,58,27,34,41,11,4,46,60,56,56,277,186,76,63
121257,26,0,0,0,0,0,0,2,1,0,2,2,8,2,0
121257,27,0,0,0,0,0,0,0,2,1,1,3,2,0,2
121257,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0
121309,13,0,0,1,3,0,1,1,4,1,15,22,189,0,3
121309,14,0,0,0,0,0,0,0,0,1,0,10,1,0,0
121309,26,1,0,0,1,0,0,1,4,3,2,29,37,0,1
121309,27,0,0,0,0,0,0,0,0,1,0,13,17,0,0
121309,40,2,0,1,0,0,0,1,6,10,2,30,26,1,0
121309,52,4,1,2,0,5,1,1,2,10,8,141,60,2,1
121345,26,NA,4,NA,3,NA,2,16,11,2,4,19,38,9,7
121345,27,NA,NA,NA,NA,NA,NA,1,1,1,2,10,8,4,NA
121345,40,NA,NA,1,NA,NA,NA,4,2,2,1,24,15,4,5
121691,13,0,0,0,0,0,0,0,0,0,0,7,6,1,2
121691,26,0,0,1,2,0,1,1,3,2,3,11,17,2,1
121691,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
121691,40,NA,NA,1,1,NA,NA,NA,NA,1,NA,3,5,NA,NA
121691,52,2,1,28,58,6,6,32,35,84,89,261,222,58,34
122409,13,0,9,3,24,2,2,11,54,6,54,25,163,11,34
122409,14,61,12,74,17,12,2,369,74,262,55,516,77,178,26
122409,26,13,22,19,55,1,3,78,165,86,149,177,325,59,108
122409,27,2,1,5,5,0,2,17,20,23,27,54,49,18,9
122409,40,7,4,2,3,3,3,14,28,28,21,72,46,26,18
122409,52,140,170,78,66,17,16,314,451,403,514,1308,1071,319,268
122436,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA
122436,26,NA,NA,NA,NA,NA,NA,NA,NA,6,15,37,NA,NA,2
122436,27,NA,1,NA,NA,NA,NA,NA,1,1,1,10,6,NA,NA
122436,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,NA,NA
122436,52,35,18,9,7,2,3,26,38,57,73,343,280,35,26
122597,13,26,38,6,26,2,2,78,196,37,66,52,108,47,71
122597,14,37,5,33,7,1,2,166,37,61,12,87,14,57,16
122597,26,21,35,20,65,2,4,133,277,54,85,76,149,49,111
122597,27,1,4,4,5,0,1,10,24,5,6,20,16,13,10
122597,40,3,7,4,1,2,0,16,28,10,6,33,28,22,19
122597,52,187,281,72,101,8,6,730,1235,140,207,296,361,231,259
122612,26,2,5,1,5,1,0,19,73,13,25,14,33,8,17
122612,27,2,1,1,1,0,0,4,9,1,2,6,8,2,2
122612,40,6,3,0,0,0,0,9,23,3,3,9,14,5,2
122612,52,84,76,21,28,1,1,116,190,43,50,164,152,55,60
122728,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,5,NA,NA
122755,13,0,10,2,13,0,4,10,139,5,114,16,207,3,72
122755,14,159,50,107,20,11,0,1475,371,308,59,405,52,303,62
122755,26,2,13,5,25,1,2,68,169,27,47,48,86,31,58
122755,27,4,4,1,1,0,0,28,20,10,4,23,16,9,2
122755,40,1,0,5,4,0,0,19,15,12,6,50,24,16,9
122755,52,85,136,108,79,7,12,819,1273,286,372,475,438,268,288
122931,14,23,6,9,2,0,0,135,53,54,18,253,43,27,5
122931,26,0,2,2,1,0,2,6,32,6,22,27,48,3,6
122931,27,0,0,0,0,0,0,3,2,2,0,3,15,0,1
122931,40,0,0,0,0,0,0,4,4,6,2,18,7,0,0
122931,52,28,23,3,7,4,3,97,212,72,91,376,317,31,17
123165,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123165,26,0,1,0,2,0,0,0,5,0,0,0,15,0,6
123165,27,0,1,0,0,0,0,0,0,0,0,0,4,0,3
123165,40,0,0,0,0,0,0,0,0,0,1,0,4,0,0
123165,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123280,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,NA,NA
123457,13,1,0,0,0,0,1,0,5,1,4,30,102,0,0
123457,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,NA,NA
123457,52,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,56,67,NA,NA
123554,26,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,16,NA,NA
123554,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
123554,40,NA,NA,2,NA,1,NA,NA,1,1,NA,5,3,NA,NA
123554,52,NA,NA,14,18,NA,NA,20,32,34,56,173,133,231,346
123572,26,1,2,1,9,2,1,5,17,5,25,49,145,8,36
123572,27,1,0,1,0,0,1,2,5,6,8,26,32,4,11
123572,40,2,0,1,4,0,0,4,2,5,2,56,52,12,8
123572,52,14,18,11,8,2,8,26,45,52,63,368,368,90,76
123633,26,59,37,0,2,0,0,60,46,30,2,8,13,0,0
123651,13,0,0,0,2,0,1,1,4,4,17,15,102,0,16
123651,26,0,0,0,1,0,0,0,2,2,6,4,13,3,1
123651,27,0,0,0,0,0,0,0,0,0,0,3,7,3,0
123651,40,0,0,0,0,0,0,0,0,0,0,1,3,0,1
123651,52,5,1,2,3,0,2,8,12,19,27,137,102,15,18
123961,13,0,1,0,4,0,0,0,19,11,21,10,53,0,5
123961,14,164,47,46,37,7,4,284,114,120,38,464,116,18,12
123961,26,9,10,8,22,2,3,74,123,31,41,82,130,5,7
123961,27,6,2,1,1,0,1,5,4,4,4,20,16,3,1
123961,40,1,4,1,3,0,0,10,13,4,5,30,33,2,0
123961,52,237,219,55,89,11,9,591,518,227,185,948,506,52,50
125480,13,0,0,5,33,0,0,1,3,2,4,8,6,0,0
125727,14,0,0,0,0,0,0,0,0,0,0,11,1,0,0
125727,26,1,2,NA,1,NA,1,4,NA,1,4,12,31,NA,1
125727,27,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA
125727,40,NA,NA,NA,NA,1,NA,NA,NA,3,NA,10,12,NA,NA
125763,13,9,NA,2,NA,NA,2,2,3,6,9,24,19,2,4
125763,26,2,2,4,1,NA,2,4,8,6,14,14,26,2,NA
125763,27,3,1,1,NA,NA,NA,1,1,1,6,1,2,1,NA
125763,52,6,4,6,3,2,3,6,13,34,29,38,30,12,10
125897,52,17,10,4,24,0,0,14,24,37,73,61,88,0,0
126182,13,0,0,0,0,0,0,0,0,0,0,2,3,0,0
126182,26,1,0,0,3,2,6,0,2,18,29,47,63,0,0
126182,27,1,1,1,1,0,0,1,0,6,4,26,7,0,0
126182,40,0,1,2,1,2,2,1,1,4,12,39,27,0,0
126182,52,3,0,14,4,0,6,1,4,47,60,116,103,0,0
126562,14,36,8,16,1,2,2,22,6,16,5,154,35,19,3
126562,26,5,2,9,19,2,2,12,48,9,42,82,206,15,17
126562,27,1,1,1,4,0,0,7,5,9,2,18,34,8,0
126562,40,0,0,3,3,1,1,9,11,6,6,44,51,5,1
126562,52,70,35,14,36,3,3,44,98,48,84,332,389,27,26
126580,14,2,1,5,0,2,2,17,6,17,7,168,37,8,2
126580,26,0,3,3,7,2,7,6,24,13,26,94,229,5,12
126580,27,0,0,0,1,0,0,4,3,2,4,30,26,1,3
126580,40,3,1,1,3,1,1,4,5,5,4,52,43,3,2
126580,52,5,5,12,16,2,4,16,34,32,40,295,333,16,10
126614,13,0,0,0,0,0,0,3,1,0,1,21,28,1,1
126614,14,43,9,29,10,19,6,107,31,80,26,1221,297,86,21
126614,26,7,16,11,15,1,10,49,94,29,53,522,704,46,47
126614,27,4,4,3,1,0,1,6,7,8,6,107,68,14,3
126614,40,8,5,5,2,4,1,12,11,20,7,230,110,25,18
126614,52,38,29,19,20,9,4,126,122,85,60,1783,931,87,34
126669,26,0,0,0,1,0,0,0,1,0,1,9,29,1,2
126669,27,0,0,0,0,0,0,0,0,0,0,4,5,0,0
126669,52,5,1,16,22,0,1,0,1,12,23,177,187,27,33
126678,13,37,27,21,23,10,15,28,45,55,64,634,822,55,66
126678,26,37,27,21,23,10,15,28,45,55,64,634,822,55,64
126678,27,37,27,21,23,10,15,28,45,55,64,634,822,55,64
126678,40,37,27,21,23,10,15,28,45,55,64,634,822,55,66
126775,14,70,12,14,8,11,6,52,31,67,41,1066,322,59,16
126775,27,5,2,6,1,3,0,23,10,17,7,175,33,10,2
126775,40,2,1,0,0,1,0,2,1,2,1,21,18,0,1
126818,14,17,4,8,3,10,3,25,13,62,16,1059,217,30,10
126818,26,8,8,0,16,1,8,19,40,29,69,344,743,12,34
126818,27,0,0,2,0,1,0,3,4,2,4,66,75,4,3
126818,40,2,1,5,2,3,1,3,4,4,8,167,100,11,6
126818,52,12,13,16,18,12,11,22,31,55,48,1014,766,26,11
126827,14,2,NA,10,NA,NA,NA,7,NA,10,3,119,16,4,NA
126827,52,3,NA,14,14,NA,NA,NA,NA,7,7,87,75,8,NA
127024,14,0,0,8,1,2,0,15,6,16,6,85,11,33,5
127024,52,0,0,25,7,12,15,36,11,112,46,393,148,142,45
127042,14,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
127042,52,NA,NA,9,4,NA,NA,5,NA,8,NA,68,24,NA,NA
127060,14,9,2,3,0,0,1,7,2,4,3,71,17,0,0
127060,26,0,0,2,6,1,2,3,23,5,14,65,164,0,0
127060,27,0,1,1,2,0,0,1,3,1,1,23,17,0,0
127060,40,1,2,0,0,0,0,2,2,0,1,12,10,0,0
127060,52,82,45,16,34,4,4,32,44,35,63,598,485,0,0
127185,26,1,1,3,0,30,58,0,2,7,10,94,94,10,6
127185,27,0,0,0,0,3,4,0,1,1,0,14,5,0,0
127185,40,2,2,2,0,21,23,1,2,10,2,154,37,8,3
127185,52,12,8,10,2,51,66,4,2,23,10,420,183,17,5
127556,26,1,0,0,2,0,2,0,3,2,16,77,125,4,1
127556,27,1,0,0,0,0,1,0,0,4,3,29,34,0,1
127556,40,3,0,0,0,1,0,0,2,1,1,49,26,0,0
127556,52,1,4,7,2,2,4,4,9,18,19,207,231,10,2
127565,13,0,0,3,2,0,1,1,2,3,4,35,69,4,3
127565,26,2,5,16,40,1,7,9,25,35,61,219,425,17,30
127565,27,1,1,3,1,0,1,9,5,12,8,65,61,6,9
127565,40,0,1,7,7,4,0,8,6,17,14,83,95,10,9
127565,52,44,54,111,142,13,17,118,120,198,251,1304,1183,97,90
127680,52,1,0,27,22,1,0,6,5,13,7,87,66,1,4
127699,52,15,8,6,3,1,1,4,6,5,7,49,34,6,9
127714,13,12,7,7,10,3,5,3,2,9,3,282,145,38,23
127741,13,0,0,2,1,0,1,3,1,7,10,71,117,5,1
127741,26,0,0,6,3,1,0,2,9,6,10,82,140,2,6
127741,27,2,0,3,0,1,0,5,9,9,10,84,79,5,2
127741,40,0,0,5,1,1,0,10,3,7,11,141,96,7,5
127741,52,8,6,12,8,2,4,34,26,52,39,550,398,20,11
127918,26,2,1,0,1,0,0,1,4,3,5,24,37,3,3
127918,27,1,2,0,0,0,1,0,0,1,0,12,9,1,0
127918,40,0,0,0,0,0,0,1,1,1,0,4,7,0,1
127918,52,10,8,38,78,4,7,18,39,77,136,473,866,141,246
127954,13,NA,NA,NA,NA,NA,3,NA,NA,NA,8,10,50,NA,4
128106,14,7,1,0,1,0,0,0,1,8,4,4,2,0,1
128106,26,2,3,0,3,2,2,3,3,20,34,40,92,2,1
128106,27,1,0,2,1,1,0,0,0,5,7,18,21,0,1
128106,40,4,1,0,0,0,0,2,1,20,9,35,15,1,2
128106,52,15,14,15,16,4,7,6,8,72,108,166,168,8,5
128328,14,17,2,45,0,21,0,48,3,55,5,890,81,12,1
128328,26,0,0,18,8,NA,1,20,8,12,8,171,80,4,1
128328,27,1,0,7,2,0,0,7,1,4,4,78,18,0,0
128328,40,3,0,2,1,1,0,6,0,2,1,77,23,0,0
128328,52,3,0,53,12,10,2,22,3,46,7,450,63,3,0
128391,26,0,0,3,0,1,1,2,2,3,4,77,86,9,10
128391,27,0,0,0,0,0,0,1,0,0,1,12,13,3,1
128391,40,0,0,0,0,1,0,0,0,2,2,38,17,1,0
128391,52,0,0,6,0,2,1,2,2,21,9,309,135,24,6
128498,26,0,0,0,1,0,0,0,0,0,3,0,7,0,0
128498,27,1,0,0,0,0,0,0,0,0,0,1,1,0,0
128498,52,0,0,48,174,0,0,1,5,22,76,277,388,36,51
128744,14,15,1,2,0,0,1,0,0,0,0,0,0,2,0
128744,26,9,9,3,7,0,0,2,3,0,2,4,14,1,3
128744,27,4,1,0,0,0,0,0,0,0,0,0,0,0,0
128744,52,39,37,9,20,0,0,9,3,10,7,19,19,2,3
128771,13,2,2,33,39,4,6,7,15,35,58,615,1209,36,69
128771,26,2,2,5,11,0,0,1,4,4,5,49,74,3,22
128771,27,0,0,1,1,0,0,0,3,0,2,16,20,3,0
128771,40,0,0,0,1,0,0,4,4,1,0,37,13,2,3
128771,52,24,27,86,102,3,2,52,50,42,53,654,527,59,76
128902,26,3,11,0,5,0,0,1,4,0,4,52,82,1,1
128902,27,4,0,0,0,0,0,0,0,0,0,4,1,0,0
128902,40,3,2,0,1,0,0,0,0,0,0,9,4,0,0
129020,13,0,0,1,4,0,0,0,6,5,7,61,168,14,15
129020,14,15,4,29,4,1,1,82,17,33,10,545,89,78,10
129020,26,2,7,16,33,1,2,36,55,21,30,239,358,35,47
129020,27,2,1,0,2,0,0,6,3,1,0,55,37,4,4
129020,40,1,0,5,4,0,0,7,5,4,2,79,42,16,9
129020,52,23,11,24,17,1,1,57,47,34,20,646,429,78,45
129215,13,0,0,0,0,0,0,0,0,0,0,18,76,0,0
129215,26,4,3,1,12,0,0,3,3,2,3,43,63,0,2
129215,27,3,1,2,0,0,0,0,1,1,3,36,44,1,0
129215,40,0,0,1,0,0,0,1,0,0,0,28,18,1,0
129215,52,7,4,19,18,3,6,7,4,10,17,242,210,6,8
