"UNITID","CIPCODE","EFNRALM","EFNRALW","EFBKAAM","EFBKAAW","EFAIANM","EFAIANW","DVEFAIM","DVEFAIW","EFHISPM","EFHISPW","EFWHITM","EFWHITW","EFUNKNM","EFUNKNW"
219790,26,0,0,0,0,0,0,1,1,1,0,13,24,0,0
219790,27,0,0,1,4,0,0,0,0,0,0,7,4,0,0
219790,52,3,1,3,2,0,0,1,0,0,1,59,38,0,0
219806,13,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,77,222,NA,NA
219806,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,NA,NA
219806,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219806,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
219806,52,11,4,38,3,NA,NA,NA,NA,NA,NA,157,76,NA,NA
219833,13,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,4,26,NA,6
219833,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,6,NA
219833,26,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,46,NA,NA
219833,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
219833,40,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219833,52,22,NA,47,167,NA,NA,NA,NA,5,3,185,136,13,9
219949,13,NA,NA,26,8,NA,NA,NA,NA,6,NA,71,115,NA,6
219949,26,NA,NA,5,1,NA,NA,NA,2,NA,1,19,20,2,1
219949,27,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,1,NA
219949,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,82,9,4
219976,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,12,NA,183
219976,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219976,26,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,55,53,13,12
219976,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
219976,40,NA,NA,1,1,NA,NA,1,NA,NA,NA,6,8,NA,NA
219976,52,NA,NA,14,17,NA,NA,NA,9,NA,NA,259,238,24,12
220075,13,0,0,0,0,0,0,0,0,0,0,1,14,0,0
220075,26,0,1,0,1,0,1,2,6,0,3,65,109,1,1
220075,27,0,0,0,2,0,0,0,0,0,0,32,23,1,1
220075,40,0,2,0,0,0,0,3,3,0,0,53,23,3,0
220075,52,25,10,36,26,2,4,12,8,7,4,474,512,8,7
220181,26,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220181,27,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220181,40,3,3,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
220181,52,NA,NA,49,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220206,13,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,26,109,NA,NA
220206,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,19,NA,NA
220215,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,24,NA,NA
220215,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,58,NA,NA
220215,27,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,7,NA,NA
220215,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,19,NA,NA
220215,52,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,130,63,NA,NA
220473,13,0,0,0,0,0,0,0,1,0,2,7,110,0,0
220516,26,0,0,0,0,0,0,0,0,0,0,2,7,0,0
220516,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0
220516,40,2,0,0,1,0,0,0,0,0,0,9,3,0,0
220516,52,6,NA,NA,NA,NA,NA,NA,1,3,NA,15,19,NA,NA
220589,13,0,0,9,7,0,0,0,0,0,0,20,85,0,0
220589,26,0,0,1,5,0,0,0,0,1,2,18,28,0,0
220589,27,0,0,1,0,0,0,0,0,0,0,13,7,0,0
220589,40,0,0,0,0,0,0,0,0,1,0,0,4,0,0
220589,52,3,2,26,22,0,0,3,2,3,2,89,55,0,0
220598,13,NA,NA,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220598,14,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220598,26,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220598,27,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220598,40,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220598,52,NA,NA,40,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220604,13,NA,NA,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220604,26,NA,NA,12,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220604,27,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220604,40,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220604,52,2,3,38,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220613,13,2,14,7,12,1,4,0,3,0,17,121,523,4,19
220613,26,2,9,2,5,3,1,1,2,1,3,41,82,3,3
220613,27,0,0,0,0,0,0,0,0,0,0,9,2,0,0
220613,40,0,0,0,0,0,0,0,0,0,0,2,6,1,0
220613,52,16,16,7,5,0,1,1,0,4,6,171,106,8,8
220631,13,1,0,0,1,0,0,0,0,0,0,36,135,3,2
220631,26,0,3,0,0,0,0,0,0,0,0,23,13,2,0
220631,27,0,0,0,0,0,0,1,0,0,0,3,2,1,0
220631,40,1,0,0,0,0,0,0,0,0,0,4,5,1,0
220631,52,14,5,1,4,0,NA,0,0,0,0,47,48,1,NA
220701,13,NA,NA,2,9,NA,NA,NA,NA,NA,NA,16,73,NA,NA
220701,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA
220701,52,11,NA,9,12,NA,NA,NA,NA,NA,NA,50,62,NA,NA
220710,13,0,0,2,3,0,1,0,0,0,1,45,111,0,0
220710,14,0,0,1,0,0,0,0,0,0,0,7,1,0,0
220710,26,0,0,5,1,0,0,0,0,0,0,27,47,0,0
220710,27,0,0,0,0,0,1,0,2,0,0,6,7,0,0
220710,40,0,0,0,0,0,0,0,0,0,0,6,2,0,0
220710,52,3,1,7,3,0,1,1,2,2,4,69,43,0,0
220862,13,NA,NA,52,283,NA,NA,NA,7,3,5,79,375,NA,NA
220862,14,NA,NA,76,37,NA,NA,30,5,6,NA,290,26,NA,NA
220862,26,NA,4,39,164,NA,NA,11,14,4,NA,102,166,NA,NA
220862,27,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,17,21,NA,NA
220862,40,NA,NA,15,40,NA,NA,8,7,NA,NA,62,43,NA,NA
220862,52,14,22,332,640,4,1,54,60,25,16,893,614,2,1
220941,13,0,4,6,30,1,1,1,2,0,0,1,34,2,20
220941,26,0,1,0,9,0,0,0,0,0,0,11,42,2,24
220941,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0
220941,52,0,2,33,95,0,0,0,0,1,0,61,47,18,19
220978,13,1,1,18,63,0,1,0,0,0,5,74,430,1,2
220978,26,2,3,13,23,1,2,2,10,0,3,105,166,0,3
220978,27,0,1,4,6,1,0,1,3,1,0,53,55,0,0
220978,40,0,0,2,5,2,0,3,4,1,1,86,53,0,0
220978,52,21,25,176,254,5,8,47,62,14,23,1325,1138,6,1
221014,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
221014,27,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,9,NA,NA
221014,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA
221014,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA
221351,26,1,1,1,4,0,0,4,2,1,0,28,40,2,2
221351,27,0,1,0,0,0,0,0,0,0,0,2,2,0,0
221351,40,0,0,1,2,0,0,0,0,0,0,16,9,0,0
221351,52,0,1,1,3,0,0,1,0,3,1,43,31,0,1
221519,26,0,0,1,0,0,0,0,0,0,0,16,25,0,0
221519,27,1,0,0,1,0,0,0,0,0,0,4,2,0,0
221519,40,2,0,0,0,0,0,0,0,0,0,13,11,0,0
221661,13,2,8,6,19,0,1,2,7,7,40,73,168,0,0
221661,14,2,0,2,0,0,0,0,0,0,0,12,2,0,0
221661,26,3,1,1,12,0,0,6,1,4,4,24,31,0,0
221661,27,0,0,1,0,0,0,1,0,0,0,3,6,0,0
221661,40,2,1,0,0,0,0,1,0,2,0,13,7,0,0
221661,52,8,6,11,7,1,2,5,8,11,11,83,62,0,0
221731,13,0,1,3,2,0,0,0,1,0,0,53,147,0,1
221731,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA
221731,27,NA,NA,NA,1,NA,NA,NA,1,NA,NA,6,6,NA,1
221731,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
221731,52,0,0,4,4,0,0,1,2,4,0,76,93,0,1
221740,13,0,1,21,46,2,1,0,3,3,4,170,235,0,0
221740,14,10,2,39,10,0,0,12,8,1,1,222,36,0,0
221740,26,2,0,19,74,2,1,4,11,2,1,75,109,0,0
221740,27,0,0,3,3,0,0,1,0,0,1,18,11,0,0
221740,40,0,0,5,31,0,0,8,5,1,1,75,68,0,0
221740,52,11,5,124,160,1,2,25,15,7,5,539,458,0,0
221759,13,1,0,1,10,0,1,0,1,0,1,40,112,1,0
221759,14,36,6,102,53,4,2,56,15,16,6,1155,382,5,3
221759,26,0,4,8,18,0,0,3,8,2,0,89,104,0,1
221759,27,0,0,3,7,0,0,1,1,1,0,31,17,0,0
221759,40,1,0,4,2,0,0,1,2,0,1,49,28,1,0
221759,52,15,12,21,42,2,3,22,24,10,9,732,475,3,2
221768,13,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,48,87,NA,NA
221768,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,24,NA,NA
221768,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,71,NA,NA
221768,27,NA,1,NA,1,NA,NA,NA,NA,NA,NA,6,4,NA,NA
221768,40,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,24,12,NA,NA
221768,52,31,19,86,79,NA,NA,NA,NA,NA,NA,336,314,NA,NA
221838,13,NA,NA,6,82,NA,NA,NA,NA,NA,NA,2,14,NA,NA
221838,14,22,NA,367,170,NA,NA,11,NA,5,NA,48,12,NA,NA
221838,26,NA,NA,71,287,NA,NA,NA,5,NA,4,NA,NA,NA,NA
221838,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
221838,40,NA,NA,24,51,NA,NA,NA,NA,NA,NA,5,5,NA,NA
221838,52,NA,5,550,671,NA,NA,2,7,NA,3,65,57,NA,NA
221847,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,293,NA,NA
221847,14,19,2,46,14,3,1,38,6,7,1,1083,130,4,0
221847,26,0,1,4,1,1,NA,0,2,0,2,55,69,0,0
221847,27,0,0,0,0,0,0,1,2,0,0,11,5,0,0
221847,40,1,1,0,0,0,0,0,1,0,0,55,48,0,0
221847,52,8,7,59,17,4,0,7,6,7,8,751,571,2,1
221856,13,0,2,0,0,0,0,0,2,0,0,16,67,0,0
221856,26,0,0,1,0,0,0,0,0,1,0,8,7,0,0
221856,27,0,0,0,0,0,0,0,0,0,0,3,1,0,0
221856,52,5,1,6,1,0,0,0,1,1,0,28,14,0,1
221892,13,0,1,1,5,0,0,0,1,0,3,20,96,0,0
221892,26,1,2,0,3,0,0,0,0,0,2,11,31,1,0
221892,27,0,0,0,0,0,0,0,0,0,0,6,2,0,0
221892,40,0,0,0,0,0,0,0,0,0,0,2,1,0,0
221892,52,6,0,12,29,0,1,0,0,1,0,99,127,29,57
221953,13,3,2,10,3,0,0,0,0,0,1,55,114,0,0
221953,26,1,0,2,3,0,0,0,0,0,0,10,23,1,1
221953,27,0,0,1,0,0,0,0,0,0,0,2,1,0,0
221953,40,1,0,0,0,0,0,0,0,0,0,4,5,0,0
221953,52,12,1,36,38,0,2,0,1,7,5,375,509,4,10
221971,13,2,0,2,4,0,0,1,3,0,4,32,173,0,0
221971,14,1,0,0,0,0,0,0,0,0,0,10,7,0,0
221971,26,1,0,0,0,0,1,0,0,0,2,20,27,0,0
221971,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,NA,NA
221971,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,20,NA,NA
221971,52,4,0,5,15,0,0,1,0,0,1,106,88,0,0
221999,13,0,0,4,13,0,3,1,9,0,11,26,225,7,11
221999,14,61,24,35,31,1,2,69,24,38,11,563,222,47,12
221999,26,1,1,2,9,0,0,15,16,2,5,54,68,2,7
221999,27,0,0,1,1,0,0,1,4,0,1,21,31,3,2
221999,40,0,0,1,3,0,0,4,6,1,0,32,16,0,0
222178,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,110,379,NA,8
222178,14,3,1,3,NA,NA,NA,1,NA,2,NA,21,2,NA,NA
222178,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,94,83,NA,NA
222178,27,NA,NA,1,NA,NA,NA,NA,1,NA,NA,5,9,NA,NA
222178,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
222178,52,28,18,29,NA,NA,NA,NA,NA,NA,28,393,191,NA,NA
222628,52,0,0,38,77,1,3,1,2,7,13,54,109,4,10
222831,14,2,1,4,0,0,0,0,1,3,1,24,7,0,0
222831,26,0,3,4,7,1,1,1,3,15,32,60,66,0,0
222831,27,0,1,1,1,0,1,1,1,7,9,34,33,0,0
222831,40,1,0,0,0,1,0,0,3,8,8,53,14,0,0
222831,52,7,14,39,32,2,3,7,3,141,104,453,288,0,0
222877,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA
222983,26,NA,1,2,1,NA,2,17,12,1,5,20,30,NA,NA
222983,27,NA,NA,2,NA,NA,1,NA,2,NA,NA,6,4,NA,NA
222983,40,NA,1,NA,1,NA,NA,2,2,NA,NA,16,9,NA,NA
222983,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA
223232,13,NA,NA,NA,21,NA,NA,NA,NA,20,38,165,718,4,NA
223232,14,11,NA,NA,NA,NA,NA,NA,NA,12,NA,187,37,NA,NA
223232,26,NA,NA,NA,55,NA,NA,78,NA,41,NA,187,255,NA,NA
223232,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
223232,40,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,49,38,NA,2
223232,52,NA,39,57,88,NA,NA,80,60,118,91,1599,1018,52,24
224004,13,0,0,3,6,0,0,0,0,9,5,60,106,0,0
224004,26,0,0,2,1,0,0,0,3,2,4,8,17,1,1
224004,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0
224004,52,0,0,9,14,1,0,3,2,18,17,93,83,15,20
224147,26,2,2,2,17,1,7,9,9,77,154,171,264,0,0
224147,27,0,0,0,0,0,0,1,0,9,8,16,22,0,0
224147,40,0,1,1,2,0,0,0,0,15,19,30,26,0,0
224147,52,7,6,18,16,3,5,9,16,217,247,385,414,0,0
224226,13,0,0,0,3,0,0,0,0,0,0,0,3,0,0
224226,26,6,3,3,6,1,2,1,0,2,5,11,23,5,9
224226,27,0,0,0,0,0,0,1,0,0,2,8,11,0,0
224226,52,37,43,79,279,14,36,19,13,69,73,332,328,65,74
224244,13,0,0,3,2,1,0,0,0,3,4,6,29,0,0
224244,52,0,2,4,8,1,1,0,0,2,6,14,20,0,1
224323,13,0,2,0,3,0,0,0,1,0,7,3,30,0,3
224323,26,2,2,2,2,0,1,8,20,7,15,20,51,4,7
224323,27,1,0,1,0,0,0,0,1,0,1,10,5,0,1
224323,40,1,0,0,0,0,0,2,4,2,0,22,13,1,2
224323,52,0,0,1,0,1,0,0,1,6,0,7,0,0,0
224402,52,6,5,99,127,NA,NA,24,18,54,54,125,103,NA,4
224527,13,2,0,9,6,1,1,0,0,3,0,49,156,0,1
224527,26,2,1,3,2,1,0,0,0,1,4,15,23,0,0
224527,27,0,0,0,0,0,1,0,0,1,0,5,7,0,0
224527,40,1,0,1,1,0,0,0,0,1,1,24,16,0,0
224527,52,NA,2,23,12,1,1,0,0,5,2,65,46,0,0
224545,26,NA,0,0,1,0,0,0,0,0,0,3,14,0,0
224545,27,0,0,0,5,0,0,0,0,0,1,10,29,0,0
224545,52,0,0,4,25,1,3,0,0,2,4,91,115,0,0
224554,13,0,0,1,0,0,0,0,0,0,0,0,2,0,0
224554,26,1,2,12,47,1,1,2,1,4,11,45,86,0,0
224554,27,1,0,3,5,0,0,0,0,1,2,38,36,0,0
224554,40,0,0,1,6,0,3,1,0,2,4,45,25,0,0
224554,52,12,14,86,93,6,6,7,9,21,13,258,278,0,0
225247,13,NA,NA,NA,6,NA,NA,NA,NA,15,11,78,238,3,7
225247,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA
225247,27,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,4,NA,NA
225247,40,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,2,NA,NA
225247,52,2,NA,NA,NA,NA,NA,NA,NA,NA,10,128,76,8,NA
225399,13,2,2,NA,24,NA,NA,NA,2,6,NA,16,60,NA,NA
225399,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225399,26,8,10,15,40,2,0,43,159,12,47,27,61,0,0
225399,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
225399,40,NA,1,NA,NA,NA,NA,4,7,2,NA,1,6,NA,NA
225399,52,12,25,30,49,1,2,18,34,16,41,71,89,0,0
225414,14,9,1,5,NA,NA,NA,6,3,5,3,26,4,NA,NA
225414,26,NA,NA,NA,15,NA,NA,6,7,9,12,27,59,NA,NA
225414,27,2,NA,NA,NA,NA,NA,NA,NA,2,NA,17,30,NA,NA
225414,40,NA,2,NA,NA,NA,NA,2,NA,9,3,16,7,NA,NA
225414,52,18,17,22,45,NA,NA,28,46,74,110,348,477,NA,NA
225432,26,5,7,6,19,0,0,9,9,11,22,8,18,0,0
225432,27,0,3,2,6,0,0,4,2,4,11,3,7,0,0
225432,40,1,1,3,2,0,0,3,4,7,4,4,3,0,0
225432,52,35,41,112,262,2,0,101,119,169,256,221,282,0,0
225502,13,0,2,5,25,0,1,0,0,4,49,13,189,0,0
225502,26,0,0,3,3,0,0,0,3,3,3,11,11,0,0
225502,27,1,0,0,1,0,0,0,0,2,0,4,6,0,0
225502,52,2,0,3,6,0,0,2,2,12,22,50,97,NA,NA
225511,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0
225511,14,149,50,117,49,3,1,355,95,299,103,499,116,34,16
225511,26,17,23,61,207,4,3,180,316,110,176,143,228,17,21
225511,27,2,4,12,14,0,0,15,22,17,22,61,45,4,5
225511,40,7,3,10,20,1,0,18,22,17,20,111,60,2,1
225511,52,209,209,313,454,6,5,829,918,530,638,1184,955,49,48
225548,13,0,0,0,0,0,0,0,0,0,11,7,87,0,1
225548,26,0,0,3,2,0,0,0,0,3,2,17,31,0,2
225548,27,0,0,1,0,0,0,0,0,1,1,9,11,0,0
225548,40,0,0,1,0,0,0,0,1,1,0,5,2,0,1
225548,52,0,0,18,4,0,0,5,2,13,7,68,43,1,2
225575,13,NA,NA,26,31,NA,NA,NA,NA,9,3,15,NA,NA,NA
225575,26,NA,NA,4,21,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
225575,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225575,40,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225575,52,NA,NA,45,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225627,13,0,2,2,12,0,1,0,0,9,89,6,63,0,7
225627,26,3,2,3,9,0,0,1,3,38,98,11,23,3,2
225627,27,1,0,0,3,0,0,0,0,5,3,4,7,1,0
225627,40,0,0,0,1,0,0,0,0,0,7,0,4,0,0
225627,52,29,17,30,58,0,3,7,10,257,444,170,216,31,40
225885,13,0,0,21,19,0,0,0,0,0,0,0,0,0,0
225885,26,0,0,4,17,0,0,0,0,0,0,0,0,0,0
225885,27,0,0,5,4,0,0,0,0,0,0,0,0,0,0
225885,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0
225885,52,0,0,30,35,0,0,0,0,0,0,0,0,0,0
226091,14,NA,NA,52,25,5,2,22,8,27,NA,326,55,NA,NA
226091,26,NA,NA,9,45,NA,2,5,13,6,7,46,82,NA,NA
226091,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16,NA,NA
226091,40,NA,NA,3,NA,NA,NA,NA,NA,4,NA,26,21,NA,NA
226091,52,NA,NA,82,145,2,4,27,28,43,35,561,461,NA,NA
226152,13,0,1,1,0,0,0,0,0,9,37,0,1,0,0
226152,26,2,2,0,0,0,0,0,0,73,93,4,1,0,0
226152,27,0,0,0,0,0,0,0,0,25,43,0,2,0,0
226152,40,1,0,0,0,0,0,0,1,29,14,0,2,0,0
226152,52,27,22,NA,2,NA,NA,NA,NA,321,382,11,10,NA,NA
226231,13,NA,NA,7,54,NA,NA,NA,4,4,10,65,225,NA,11
226231,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,32,NA,NA
226231,26,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226231,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
226231,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,5,NA,NA
226231,52,5,8,82,346,NA,NA,4,NA,40,82,435,510,21,50
226383,13,0,1,10,11,0,1,0,0,14,31,76,213,0,0
226383,14,0,0,0,0,0,0,0,0,2,1,13,2,0,0
226383,26,0,0,0,2,0,0,1,0,1,6,14,13,0,0
226383,27,0,0,0,0,0,0,0,0,0,0,7,3,0,0
226383,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
226383,52,NA,NA,6,17,NA,NA,NA,NA,15,37,118,127,NA,NA
226471,13,0,0,27,27,0,2,3,2,21,41,119,351,0,0
226471,26,0,0,1,18,0,0,0,3,4,11,27,51,0,0
226471,27,0,0,0,3,0,0,0,1,2,1,0,4,0,0
226471,40,0,0,2,1,0,0,2,1,2,1,4,4,0,0
226471,52,2,0,25,12,0,2,3,1,15,21,128,141,0,0
226587,13,NA,NA,NA,2,NA,NA,NA,NA,18,20,117,163,2,NA
226587,26,NA,NA,NA,NA,NA,NA,NA,NA,6,14,35,52,NA,NA
226587,27,NA,NA,1,NA,NA,NA,NA,NA,2,NA,4,4,NA,1
226587,40,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,17,6,NA,NA
226587,52,NA,NA,20,12,2,NA,4,2,14,9,95,72,NA,NA
226833,13,1,4,1,17,1,4,1,1,2,32,29,331,0,1
226833,14,8,1,4,0,4,0,7,1,10,1,61,8,0,0
226833,26,5,12,3,4,0,2,1,5,6,11,40,43,0,0
226833,27,2,2,1,3,0,1,2,0,1,1,16,19,0,0
226833,40,9,9,4,1,0,0,2,0,2,1,37,11,0,0
226833,52,55,64,67,39,4,4,16,16,53,36,388,348,0,0
227216,13,0,2,4,11,1,0,0,2,2,4,17,52,1,1
227216,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0
227216,26,8,11,38,88,6,7,30,51,34,63,212,388,4,4
227216,27,3,1,1,2,0,0,3,2,4,2,43,56,1,3
227216,40,8,2,8,8,2,1,2,5,5,4,45,34,0,1
227216,52,120,99,334,387,34,13,142,156,237,200,1969,1460,37,19
227243,52,26,11,52,160,1,1,6,11,72,83,118,134,87,186
227331,13,NA,NA,NA,6,NA,NA,NA,NA,7,112,2,19,NA,3
227368,14,28,NA,NA,NA,NA,NA,5,NA,499,90,60,13,NA,NA
227368,26,NA,NA,NA,NA,NA,NA,NA,8,153,236,15,33,NA,NA
227368,27,NA,NA,NA,NA,NA,NA,NA,NA,64,51,9,6,NA,NA
227368,40,NA,NA,NA,NA,NA,NA,NA,NA,36,28,7,5,NA,NA
227368,52,36,38,6,NA,1,NA,11,13,855,917,100,81,NA,NA
227377,13,NA,NA,NA,NA,NA,NA,NA,NA,6,24,NA,NA,NA,NA
227377,14,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA
227377,26,NA,NA,NA,NA,NA,NA,NA,NA,64,102,3,9,NA,NA
227377,27,NA,NA,NA,NA,NA,NA,NA,NA,38,45,4,2,NA,NA
227377,40,NA,NA,NA,NA,NA,NA,NA,NA,6,7,NA,NA,NA,NA
227377,52,2,NA,NA,NA,NA,NA,NA,3,214,315,9,14,NA,NA
227429,13,0,0,55,43,0,1,0,0,2,0,3,0,0,0
227429,14,0,1,14,1,0,0,0,0,0,0,0,0,0,0
227429,26,1,2,20,40,0,0,0,0,4,0,1,1,0,0
227429,27,0,0,1,2,0,0,0,0,0,0,0,0,0,0
227429,52,0,1,90,140,2,0,0,0,0,1,2,0,0,0
227526,13,0,0,37,88,0,0,1,0,3,6,28,32,0,1
227526,14,15,3,347,131,1,0,2,1,11,1,11,1,0,0
227526,26,3,2,89,293,0,1,2,1,2,1,2,5,0,0
227526,27,0,0,9,11,0,0,0,1,1,1,0,0,0,0
227526,40,1,0,6,8,0,0,0,0,1,1,0,0,0,0
227526,52,9,2,461,394,0,1,2,3,3,5,3,8,0,0
227757,14,NA,NA,8,NA,NA,NA,18,NA,NA,NA,NA,26,NA,NA
227757,26,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
227757,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
227757,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
227757,52,1,NA,5,2,NA,NA,1,NA,NA,3,9,6,1,1
227845,13,2,1,0,5,0,0,0,0,6,49,9,61,3,4
227845,26,3,2,1,4,0,3,4,4,26,47,26,38,2,1
227845,27,2,2,2,2,0,0,0,0,9,7,13,9,1,1
227845,40,2,0,0,0,0,0,0,0,2,6,6,10,2,0
227845,52,32,10,7,8,0,1,7,7,86,76,171,83,7,2
227863,13,NA,3,NA,NA,NA,NA,NA,NA,4,27,NA,11,NA,NA
227863,26,NA,NA,NA,5,NA,NA,NA,NA,2,NA,12,10,NA,2
227863,27,NA,NA,NA,2,NA,NA,2,3,2,NA,2,NA,NA,NA
227863,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
227863,52,7,NA,6,13,NA,NA,17,22,22,52,46,57,4,20
227881,13,NA,NA,62,55,NA,NA,NA,NA,26,NA,243,1617,NA,NA
227881,26,NA,NA,19,68,NA,NA,NA,3,4,30,68,200,NA,NA
227881,27,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,19,35,NA,NA
227881,40,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,72,42,NA,NA
227881,52,8,12,189,213,NA,NA,18,18,115,103,952,830,NA,NA
228042,13,0,0,0,0,0,0,0,0,0,0,0,6,0,NA
228042,14,0,0,0,0,0,0,0,0,0,0,8,2,0,0
228042,26,0,0,1,0,0,1,0,0,3,8,12,29,0,0
228042,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
228042,40,0,0,0,0,0,0,0,0,0,2,7,1,0,0
228042,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,45,53,NA,NA
