"UNITID","CIPCODE","EFAIANM","EFAIANW","EFBKAAM","EFBKAAW","EFHISPM","EFHISPW","EFWHITM","EFWHITW","EFUNKNM","EFUNKNW","EFNRALM","EFNRALW","DVEFAIM","DVEFAIW"
157447,26,0,0,5,9,9,15,116,256,1,2,6,7,2,7
157447,27,0,0,1,0,0,1,48,32,1,0,3,0,0,0
157447,40,1,0,1,3,4,2,117,76,1,0,6,4,1,3
157447,52,4,0,58,69,25,29,884,613,6,5,57,25,10,15
157535,13,0,0,1,4,0,1,22,70,0,0,0,0,0,0
157535,26,0,1,3,6,0,1,74,99,0,0,0,2,0,2
157535,27,0,0,0,0,0,0,5,2,0,0,0,0,0,0
157535,40,0,0,0,0,0,0,6,9,0,0,0,0,0,0
157535,52,0,0,32,5,2,0,103,39,0,0,16,4,1,0
157748,13,0,0,1,0,0,1,5,65,0,1,1,4,0,1
157748,52,0,1,1,6,0,2,20,49,0,1,2,2,0,4
157757,13,0,0,3,4,0,1,8,32,1,0,0,0,0,0
157757,52,0,0,12,16,6,5,65,42,2,1,0,0,1,2
157793,52,1,3,74,114,0,0,199,369,70,87,0,0,4,16
157809,13,0,0,4,2,4,3,41,77,2,2,0,0,0,1
157809,26,0,0,5,2,0,1,50,104,0,1,0,0,0,0
157809,27,0,0,0,0,0,1,12,3,0,0,0,0,1,0
157809,40,0,0,1,0,0,1,19,9,0,0,0,0,0,0
157809,52,0,2,32,22,10,4,208,138,20,22,3,1,6,1
157818,13,0,0,1,0,0,1,5,16,0,0,0,0,0,0
157818,26,0,0,0,2,2,1,24,55,1,4,0,0,1,1
157818,27,0,0,1,0,1,0,6,11,1,0,0,0,0,0
157818,40,0,0,0,0,3,0,6,12,0,0,0,0,0,0
157818,52,0,0,3,1,2,0,53,36,4,3,0,0,0,0
157863,13,0,0,11,4,3,2,35,72,0,0,6,4,1,0
157863,26,0,0,3,0,1,1,14,21,0,0,0,1,0,0
157863,27,0,0,2,0,0,0,5,4,0,0,2,0,0,0
157863,40,0,0,0,0,0,0,2,2,0,1,0,0,0,0
157863,52,0,1,33,5,3,2,73,42,1,3,34,8,0,1
157951,13,0,1,19,47,0,17,115,703,1,4,0,1,0,9
157951,14,0,0,15,1,15,1,398,57,5,1,97,2,9,1
157951,26,1,2,13,16,10,11,221,360,1,1,8,10,9,19
157951,27,0,0,3,4,0,1,28,49,0,0,0,0,0,2
157951,40,0,1,5,7,3,1,112,75,1,1,6,0,6,2
157951,52,2,1,88,78,51,42,979,818,10,4,80,24,36,20
158477,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158477,26,0,0,2,4,1,4,11,22,0,0,0,2,1,0
158477,27,0,0,1,1,1,0,1,1,0,0,0,0,0,0
158477,40,0,0,1,3,0,1,6,4,0,0,0,0,0,0
158477,52,2,0,4,2,2,1,25,5,0,0,0,2,0,0
158802,26,1,4,18,146,0,0,0,2,3,26,1,1,0,1
158802,27,0,0,3,8,0,0,0,0,0,0,0,1,0,0
158802,40,0,0,30,44,0,0,0,0,9,7,0,0,0,1
158802,52,1,0,53,85,0,0,0,0,5,20,0,1,0,0
159009,13,0,0,186,224,0,3,3,2,0,1,0,5,0,0
159009,26,0,0,84,306,1,5,1,2,2,2,3,21,0,0
159009,27,0,0,4,10,0,0,0,0,0,0,0,1,0,0
159009,40,0,0,14,17,0,1,0,1,0,0,0,2,0,0
159009,52,0,0,213,221,6,5,1,1,1,1,33,22,0,0
159382,13,1,8,3,10,0,3,9,135,0,0,0,0,0,2
159382,26,2,13,3,26,1,4,44,76,1,3,1,0,1,2
159382,27,2,2,2,1,1,1,11,11,0,0,2,0,2,1
159382,40,0,0,0,1,2,0,4,4,0,0,1,1,0,0
159382,52,15,18,21,40,3,6,132,143,1,4,22,8,3,5
159391,13,2,6,59,187,34,84,364,1049,4,9,2,11,24,28
159391,14,5,4,213,123,212,82,2193,667,48,11,210,27,189,88
159391,26,5,10,68,222,48,92,525,954,6,13,8,11,86,150
159391,27,0,1,6,6,3,1,56,55,0,0,0,3,1,5
159391,40,0,2,17,28,8,12,154,123,3,3,5,3,10,5
159391,52,7,6,175,176,166,111,2272,1160,26,15,38,24,82,52
159416,13,0,1,6,20,6,7,26,103,3,23,0,1,0,2
159416,26,2,0,12,43,3,13,47,91,9,20,1,6,2,9
159416,27,0,0,2,0,0,0,16,0,0,1,0,0,1,0
159416,40,0,0,2,10,2,1,19,14,1,3,1,5,3,1
159416,52,0,2,36,67,8,19,143,155,24,38,24,10,2,2
159568,13,1,0,7,7,1,2,49,28,0,0,1,1,0,0
159568,26,0,0,6,2,2,0,15,24,0,0,2,0,0,1
159568,27,0,0,8,1,0,0,6,3,0,0,0,0,0,0
159568,40,0,0,0,0,0,0,5,3,0,0,1,0,0,0
159568,52,0,0,27,9,4,0,43,15,0,0,3,3,1,2
159647,13,0,0,17,21,3,5,55,249,3,12,0,0,1,1
159647,14,4,1,136,32,69,19,1082,221,84,19,41,17,28,5
159647,26,0,3,31,55,11,15,179,283,9,24,1,2,9,7
159647,27,0,0,2,1,2,1,21,23,0,3,3,1,1,0
159647,40,0,0,5,15,3,3,45,27,5,4,2,2,2,4
159647,52,3,3,95,65,33,13,565,298,46,22,10,17,14,4
159656,13,0,0,1,2,1,1,8,7,7,7,0,0,1,1
159656,26,0,2,9,40,16,45,32,53,1,2,1,2,3,15
159656,27,0,0,0,2,0,0,2,8,0,0,0,0,0,0
159656,40,1,0,5,5,3,2,21,22,2,3,2,0,2,1
159656,52,1,0,24,41,54,53,109,86,3,8,32,15,10,7
159717,13,0,3,6,34,1,7,49,249,0,0,0,2,0,0
159717,14,4,1,51,16,21,8,346,80,0,0,99,23,6,8
159717,26,0,1,18,39,5,14,91,120,0,0,4,3,9,10
159717,27,0,0,3,0,0,0,12,29,0,0,3,1,0,1
159717,40,0,0,2,7,1,3,15,30,0,0,1,3,0,2
159717,52,0,3,67,74,11,11,352,280,0,0,64,25,6,11
159939,13,0,0,1,9,0,11,9,47,0,0,0,0,0,2
159939,14,0,0,75,21,97,23,410,85,8,2,82,5,83,12
159939,26,0,0,23,95,39,83,72,175,3,6,4,12,53,58
159939,27,0,0,1,5,6,2,17,11,0,0,0,0,2,2
159939,40,0,1,6,20,13,18,64,52,1,1,10,3,7,8
159939,52,0,4,116,148,92,80,359,267,9,7,35,15,59,67
159966,13,2,5,7,28,2,10,38,315,1,2,0,2,0,4
159966,26,2,7,22,57,7,18,111,193,3,7,3,6,2,4
159966,27,1,1,4,1,2,0,29,22,1,0,1,0,0,0
159966,40,1,1,3,16,0,1,26,34,0,1,0,1,0,2
159966,52,10,11,100,91,24,21,476,397,13,1,14,12,9,9
159993,13,1,5,11,54,2,5,33,261,0,4,0,2,0,3
159993,26,2,0,27,84,6,7,82,120,1,8,15,10,9,10
159993,27,0,0,0,0,0,0,9,7,0,0,13,3,0,0
159993,40,0,0,4,3,0,1,18,14,1,0,1,1,0,0
159993,52,1,2,86,110,14,13,435,265,20,9,34,28,11,6
160038,13,3,7,33,57,21,45,101,240,0,1,2,8,0,1
160038,26,2,8,29,141,13,33,92,186,1,3,2,0,0,5
160038,27,0,0,3,3,1,0,7,4,0,0,0,0,0,0
160038,40,0,1,1,1,0,0,1,2,0,0,0,1,0,0
160038,52,7,13,107,182,26,31,200,318,5,7,5,8,5,0
160065,13,0,2,0,9,1,1,5,27,0,1,0,0,0,1
160065,26,0,0,0,4,0,0,1,5,0,1,0,0,0,3
160065,52,0,0,3,19,2,5,11,17,0,3,0,0,0,3
160074,26,0,0,0,0,0,1,2,3,0,0,0,0,0,1
160074,52,0,0,0,0,0,1,2,3,0,0,0,0,1,0
160612,13,0,2,19,110,10,51,94,589,2,8,0,1,0,2
160612,26,2,4,30,139,24,52,142,379,2,13,3,8,2,10
160612,27,0,1,2,3,3,7,15,22,0,0,2,0,1,0
160612,40,0,0,5,20,5,5,51,36,1,0,4,2,1,2
160612,52,1,1,173,194,81,62,657,573,6,11,9,13,9,9
160621,13,0,0,19,112,0,0,0,1,0,0,0,1,0,0
160621,14,1,0,373,104,2,0,9,0,8,0,4,0,2,1
160621,26,0,0,66,230,1,1,0,4,1,2,0,2,0,1
160621,27,0,0,17,12,1,0,2,1,1,0,0,0,0,0
160621,40,0,0,12,43,0,0,1,0,0,0,2,0,0,0
160621,52,3,0,328,351,3,2,10,6,4,1,3,1,1,0
160630,13,0,0,34,101,0,1,1,3,10,33,0,1,0,1
160630,26,1,1,32,115,0,1,1,1,6,54,1,1,0,0
160630,27,0,0,19,12,2,0,2,0,6,2,0,0,0,0
160630,52,1,2,101,103,1,0,0,1,20,48,10,7,0,0
160658,13,3,4,136,222,28,73,333,851,16,28,2,7,8,11
160658,14,4,0,157,40,74,19,1063,227,46,6,76,16,52,16
160658,26,1,1,28,148,20,33,175,386,8,16,1,2,14,23
160658,27,1,0,4,3,3,1,33,14,3,1,2,0,4,1
160658,40,1,0,18,31,8,7,99,72,2,3,0,0,5,11
160658,52,2,2,170,186,67,39,673,580,20,22,20,20,16,32
160755,13,0,0,1,2,1,5,6,61,0,0,0,3,0,1
160755,14,0,1,15,7,16,11,122,125,2,3,18,6,12,16
160755,26,0,3,8,26,30,42,168,445,5,6,9,20,39,67
160755,27,0,0,2,2,2,3,30,29,1,1,8,7,4,2
160755,40,0,0,0,1,3,4,31,45,0,0,4,0,1,1
160755,52,1,0,33,24,69,49,883,574,13,12,121,92,36,40
160904,13,0,0,11,18,2,2,0,0,0,1,0,0,0,0
160904,26,1,0,131,649,9,19,4,8,12,17,4,4,26,44
160904,27,0,0,5,10,0,3,1,0,0,0,0,1,0,0
160904,40,0,0,71,229,5,13,13,13,4,12,1,3,32,24
160904,52,0,0,52,68,0,3,0,0,2,4,5,6,0,0
160940,13,0,0,0,0,0,0,1,14,0,6,0,0,0,0
160940,52,0,0,1,0,0,2,13,42,7,11,0,0,0,0
160977,14,0,0,0,0,0,0,5,1,0,0,2,1,1,0
160977,26,1,0,4,4,3,10,36,53,0,0,5,7,6,8
160977,27,0,0,1,0,3,1,21,21,0,0,7,10,1,4
160977,40,0,0,1,0,3,1,30,22,0,0,7,2,0,1
161004,13,0,1,1,3,3,3,5,27,0,1,2,1,1,2
161004,26,0,0,4,3,9,6,32,60,0,1,2,3,3,8
161004,27,0,0,2,1,2,1,44,16,0,1,5,6,6,3
161004,40,0,0,0,1,4,7,34,19,0,0,1,3,2,1
161086,13,0,0,2,1,0,5,4,22,0,0,0,3,0,1
161086,26,0,2,4,5,6,5,33,69,1,4,6,8,5,13
161086,27,0,0,0,1,1,2,27,32,2,0,19,11,8,2
161086,40,1,0,1,1,6,1,43,31,1,0,11,10,6,5
161217,13,0,0,0,0,0,0,5,20,1,0,0,0,0,0
161217,26,0,2,2,1,0,4,25,44,2,1,0,2,0,2
161217,52,4,9,2,2,4,7,125,252,7,11,4,2,1,3
161226,13,0,1,2,7,2,11,98,456,3,10,0,2,1,4
161226,26,0,0,1,1,0,2,23,49,3,1,1,0,0,0
161226,27,1,0,0,1,1,1,23,12,1,0,0,1,0,1
161226,40,0,0,0,0,1,0,19,15,0,0,0,0,0,0
161226,52,0,0,4,4,4,2,98,55,4,0,1,0,0,0
161235,26,1,0,0,1,3,2,16,16,0,1,3,2,0,0
161235,52,0,0,1,1,0,3,23,45,1,0,26,6,0,0
161244,13,0,2,0,0,0,3,8,37,0,3,0,0,0,0
161244,26,1,0,1,2,3,2,26,48,1,0,0,0,0,0
161244,52,1,3,2,0,1,0,16,29,1,0,2,0,1,0
161253,13,1,8,6,1,4,7,203,376,6,2,0,11,5,4
161253,14,3,0,13,8,31,12,937,235,21,3,25,7,19,6
161253,26,1,4,6,9,15,20,165,310,3,8,5,3,5,6
161253,27,0,1,0,0,6,6,36,53,0,1,1,2,1,2
161253,40,0,0,3,0,2,5,84,50,2,1,0,1,1,1
161253,52,7,1,32,4,30,16,696,318,26,6,28,18,11,12
161299,14,1,0,5,0,9,0,427,27,35,0,0,0,6,2
161299,26,0,0,1,1,0,3,16,31,1,4,0,0,0,1
161299,52,1,1,3,0,4,1,58,36,8,4,0,0,1,2
161341,13,0,2,2,1,1,1,13,59,0,2,3,3,0,1
161341,26,0,2,1,2,0,2,9,20,0,0,0,0,1,0
161341,27,0,0,0,1,0,0,0,2,0,0,2,1,0,0
161341,52,1,3,8,2,1,1,66,118,3,2,6,5,1,1
161457,13,0,0,0,0,1,0,17,49,0,3,0,0,0,1
161457,26,1,2,4,6,0,1,220,463,8,31,2,0,16,20
161457,27,0,0,0,0,0,0,2,1,0,0,0,0,0,0
161457,40,0,0,0,0,0,0,2,6,0,0,0,0,0,0
161457,52,1,0,3,1,1,0,70,32,4,0,2,0,2,2
161518,13,0,2,0,1,1,1,14,51,11,32,0,0,0,1
161518,26,0,0,1,2,1,0,12,40,11,38,0,0,0,0
161518,27,0,0,0,0,0,0,3,2,2,2,0,0,0,0
161518,40,1,0,0,0,0,0,0,0,1,2,0,0,0,0
161518,52,3,0,0,0,4,1,67,39,37,26,0,0,2,1
161554,13,0,0,0,0,1,1,35,54,1,0,2,0,0,0
161554,14,1,0,18,3,6,1,159,23,2,0,10,1,4,0
161554,26,1,0,16,25,4,4,91,165,0,3,5,1,3,9
161554,27,0,0,0,1,0,1,20,12,0,2,0,0,0,0
161554,40,0,0,1,1,1,0,22,19,3,1,1,2,1,1
161554,52,2,4,30,21,14,13,415,317,19,26,16,3,7,16
161563,13,0,1,0,2,0,0,8,50,6,11,1,1,0,0
161563,52,0,0,10,2,1,10,142,88,42,31,13,4,2,0
161572,26,0,3,0,1,0,2,38,75,7,7,0,0,2,3
161572,52,0,0,0,0,0,0,0,5,0,0,0,0,0,0
161873,52,5,2,150,268,17,14,167,164,19,19,5,14,29,43
162007,13,0,1,15,152,0,16,4,15,1,3,0,1,1,3
162007,26,0,0,75,256,4,9,0,5,4,8,3,2,3,4
162007,27,0,0,9,10,2,1,0,0,0,0,0,0,1,0
162007,52,0,0,389,382,13,18,11,7,15,18,61,14,13,6
162061,14,1,0,19,4,8,5,67,2,8,2,0,0,4,2
162061,52,0,0,9,6,1,0,3,0,6,1,0,0,0,1
162210,13,0,1,4,23,3,12,1,9,1,1,2,5,0,2
162210,26,0,0,10,13,2,19,2,0,1,4,1,7,3,1
162210,27,0,0,0,0,0,1,0,0,0,1,1,0,0,0
162210,40,0,0,0,1,0,0,1,0,0,0,0,0,1,0
162210,52,1,0,16,13,13,3,2,1,0,2,7,1,1,1
162283,13,0,0,10,135,0,2,0,4,0,2,0,8,0,1
162283,26,0,2,13,80,1,3,4,0,0,1,7,7,0,0
162283,27,0,0,7,12,0,2,0,0,0,0,1,0,0,0
162283,52,0,0,62,136,4,3,3,0,3,2,15,20,0,0
162584,13,0,1,14,46,6,13,58,180,0,5,0,0,0,3
162584,14,0,0,43,6,9,1,76,7,5,1,2,0,4,2
162584,26,0,0,28,30,2,13,84,79,1,0,2,1,0,1
162584,27,0,0,1,0,0,0,6,8,0,0,0,0,0,0
162584,40,0,0,7,8,1,1,23,8,3,1,0,0,1,0
162584,52,0,0,152,60,19,15,184,103,4,3,8,2,6,6
162654,13,0,0,0,3,0,1,2,21,0,0,0,0,0,0
162654,26,0,0,0,6,1,5,5,27,3,1,2,0,0,2
162654,27,0,0,0,0,0,2,1,3,0,0,1,0,0,1
162654,40,0,0,3,5,2,0,9,1,0,2,2,1,2,0
162654,52,0,0,6,5,5,3,18,15,1,2,2,2,0,5
162681,13,0,0,0,0,0,0,0,3,0,1,0,0,0,0
162681,52,0,0,3,11,1,3,18,48,5,13,0,0,1,0
162760,13,0,0,0,8,0,5,4,34,0,1,0,0,0,1
162760,26,0,0,1,5,2,8,18,30,0,2,0,3,2,4
162760,27,0,0,0,3,2,0,7,7,1,1,0,0,0,0
162760,40,0,0,0,0,0,0,1,5,0,0,0,0,0,0
162760,52,0,0,10,8,9,4,40,22,1,0,2,3,1,4
162928,14,0,0,35,31,104,73,212,133,40,30,72,53,221,144
162928,26,1,1,25,45,76,69,83,117,18,34,28,47,147,185
162928,27,0,1,2,1,12,8,51,15,8,5,34,22,21,12
162928,40,0,0,7,3,20,9,32,13,0,0,5,3,8,13
162928,52,0,0,2,2,2,0,5,0,0,0,0,0,2,0
163046,13,0,0,0,2,0,3,4,94,0,0,0,1,1,2
163046,14,0,0,10,4,19,1,106,34,0,0,3,0,2,3
163046,26,0,0,4,19,13,31,68,161,1,0,1,2,5,11
163046,27,0,1,1,1,3,1,20,20,0,0,0,0,2,1
163046,40,0,0,1,0,3,1,14,16,0,0,0,0,0,3
163046,52,2,1,33,19,76,43,540,363,1,0,4,6,21,14
163204,26,0,0,19,36,7,15,25,37,9,10,1,2,5,6
163204,52,25,25,1449,2212,776,758,2308,2161,588,700,68,127,318,322
163268,13,0,0,2,1,1,2,4,3,0,0,0,0,5,4
163268,14,1,0,162,58,64,25,527,132,39,9,62,11,187,66
163268,26,1,3,159,278,49,87,241,352,10,18,29,46,221,376
163268,27,0,0,34,16,13,4,98,59,10,3,6,8,34,24
163268,40,1,0,21,16,11,6,102,37,4,3,2,3,17,15
163268,52,0,0,2,11,2,2,1,11,0,1,1,0,4,2
163286,13,0,0,10,38,7,57,55,279,1,4,0,4,10,53
163286,14,1,0,238,96,228,78,1790,572,80,32,133,47,632,213
163286,26,1,2,70,166,62,122,345,612,14,38,11,43,238,410
163286,27,0,0,16,9,16,12,165,90,2,4,46,44,53,39
163286,40,0,0,18,17,29,16,275,119,12,4,35,8,34,24
163286,52,2,0,106,101,162,139,987,503,44,25,49,84,218,256
163338,13,0,0,9,22,0,1,5,13,3,3,0,0,0,0
163338,14,0,0,65,15,6,1,17,3,4,1,13,4,5,0
163338,26,0,0,70,192,2,6,11,25,3,20,2,11,1,5
163338,27,0,0,8,10,0,1,2,0,0,3,0,1,0,0
163338,40,0,0,6,8,1,0,1,2,0,1,0,0,0,1
163338,52,1,0,118,112,9,10,26,8,7,15,4,9,5,12
163453,13,0,1,128,300,5,12,1,8,1,5,4,2,1,0
163453,14,1,0,484,151,15,4,16,2,11,3,310,22,16,3
163453,26,0,0,88,263,2,8,0,3,1,5,6,5,0,3
163453,27,0,0,4,7,0,1,0,0,0,0,0,0,0,0
163453,40,0,0,13,31,2,2,0,1,1,0,3,1,1,0
163453,52,3,0,485,548,23,19,20,3,6,6,117,21,3,1
163462,13,0,0,2,7,2,16,10,81,0,0,0,0,0,2
163462,26,0,0,7,22,4,15,24,61,0,0,0,0,3,4
163462,27,0,0,2,0,2,1,5,10,0,0,0,0,0,1
163462,40,0,0,2,0,3,1,7,5,0,1,0,0,0,0
163462,52,1,0,29,15,20,12,151,75,5,3,5,1,8,5
163578,26,0,0,0,32,0,17,0,18,0,2,0,2,0,12
163578,27,0,0,0,3,0,0,0,2,0,0,0,0,0,0
163578,40,0,0,0,13,0,8,0,6,0,3,0,2,0,6
163578,52,0,0,1,12,0,5,1,11,0,2,0,0,0,6
163851,13,0,6,19,71,4,23,93,496,1,7,0,1,2,13
163851,26,4,2,19,49,9,19,94,220,6,7,2,5,16,20
163851,27,0,0,7,3,1,0,46,44,2,0,0,0,1,6
163851,40,3,1,16,14,12,2,113,57,4,1,2,0,4,6
163851,52,4,3,65,57,40,18,735,306,29,16,12,5,20,20
163912,26,0,0,6,9,6,13,39,82,4,2,0,0,3,9
163912,27,0,0,2,1,1,3,22,20,0,1,1,1,0,3
163912,40,0,0,4,2,2,2,31,22,2,1,0,0,1,0
164076,13,0,2,25,123,29,96,200,922,6,23,1,16,19,56
164076,26,0,0,104,330,42,72,163,362,7,8,6,19,45,85
164076,27,0,0,10,9,10,10,75,70,4,4,4,4,9,9
164076,40,1,0,25,36,14,13,98,61,2,0,8,3,14,13
164076,52,4,0,280,281,139,96,1222,585,34,22,46,38,121,116
164155,14,2,0,37,13,92,25,620,161,15,2,14,3,60,26
164155,27,0,0,4,2,18,6,100,23,2,1,2,0,13,4
164155,40,1,0,18,7,19,29,128,90,1,0,1,1,13,17
164173,13,0,0,2,24,0,7,15,89,0,4,0,1,0,2
164173,26,1,0,20,79,7,21,41,105,0,6,0,1,6,7
164173,27,0,0,2,4,1,0,14,10,0,0,0,0,0,0
164173,40,0,0,1,4,0,3,9,13,0,0,0,0,4,1
164173,52,1,0,70,84,24,17,239,123,6,4,8,3,9,15
164216,26,0,0,4,4,1,4,20,60,0,3,1,3,1,6
164216,27,0,0,0,1,1,0,11,9,0,1,5,2,0,0
164216,40,1,0,0,5,4,1,16,22,0,1,4,4,2,2
164216,52,1,0,8,5,2,2,51,37,2,0,14,10,3,0
164270,13,0,0,0,1,0,2,4,10,0,7,0,0,0,0
164270,26,0,0,4,7,1,2,11,33,2,6,0,5,0,3
164270,27,0,0,0,1,0,0,5,5,0,0,0,1,0,1
164270,40,0,0,1,2,3,2,11,6,0,2,2,0,0,1
164270,52,0,0,13,4,10,5,67,28,4,5,4,1,2,1
164368,52,0,0,4,1,7,7,13,5,29,9,317,157,4,7
164438,52,0,4,45,258,30,53,114,316,58,141,0,0,6,18
164447,26,0,0,4,4,1,4,2,4,1,4,1,0,0,2
164447,40,0,0,0,0,2,0,0,0,0,0,0,0,0,0
164447,52,2,0,38,17,18,9,29,16,12,3,13,7,0,0
164465,26,0,0,4,7,8,12,17,32,1,4,3,6,14,20
164465,27,0,0,4,3,5,11,39,34,3,5,20,9,14,13
164465,40,0,0,2,1,8,5,11,17,3,0,5,2,2,5
164492,13,0,1,0,0,0,1,5,11,0,0,0,0,0,0
164492,52,0,0,36,6,16,6,84,16,3,0,0,0,1,2
164562,13,0,0,0,0,0,0,0,31,0,1,0,0,0,0
164562,26,0,0,0,1,0,3,23,52,0,2,0,2,0,3
164562,27,0,0,4,0,1,1,9,17,0,2,0,0,0,0
164562,40,0,0,0,0,0,0,6,8,1,1,0,0,1,2
164562,52,0,0,12,5,10,8,114,89,10,14,3,4,2,2
164580,52,2,0,57,49,137,133,495,359,64,64,308,346,121,167
164632,13,0,0,0,10,0,25,0,72,0,9,0,0,0,3
164632,26,0,1,0,15,0,27,0,74,0,10,0,1,0,12
164632,52,0,2,0,97,0,91,0,296,0,19,0,3,0,10
164641,52,0,0,14,69,10,29,27,69,7,13,7,3,4,11
164720,13,0,0,0,1,0,5,1,26,1,4,0,0,0,0
164720,26,0,0,0,1,0,3,5,33,0,2,0,0,0,0
164720,52,1,1,7,3,5,13,55,42,5,9,3,0,1,0
164739,27,0,0,0,0,0,0,2,8,0,0,1,1,0,0
164739,52,4,1,82,68,147,130,1525,822,97,72,319,251,173,161
164748,13,1,0,7,2,4,4,17,18,0,0,4,2,1,4
164924,13,0,0,2,0,3,10,20,146,2,15,0,5,5,16
164924,26,0,1,19,27,44,76,272,401,22,22,20,29,101,94
164924,27,0,0,3,0,3,6,58,60,8,8,39,28,23,4
164924,40,0,0,3,5,5,10,68,60,4,4,14,7,17,11
164924,52,0,0,47,12,104,67,765,352,50,31,87,86,105,67
164988,13,0,0,0,6,10,38,26,134,8,139,7,30,10,39
164988,14,2,0,38,30,128,87,355,209,51,22,303,126,227,115
164988,26,0,1,27,99,100,184,220,518,33,66,93,148,140,302
164988,27,0,0,4,6,7,7,34,34,8,4,79,113,13,15
164988,40,0,0,2,8,28,15,58,63,8,7,46,23,24,24
164988,52,0,1,23,39,101,119,453,367,51,54,351,366,254,303
165015,13,0,0,0,3,1,3,2,19,0,1,0,2,0,2
165015,26,0,0,4,6,14,18,59,136,4,9,15,38,44,72
165015,27,0,0,0,1,0,0,16,7,2,1,35,43,9,3
165015,40,0,0,1,0,5,1,27,13,1,0,9,2,7,10
165015,52,0,0,1,2,8,8,43,39,1,0,25,40,10,23
165024,13,2,2,43,100,32,85,358,1441,2,18,0,3,9,29
165024,26,0,1,21,52,15,27,75,174,1,3,1,2,1,7
165024,27,0,1,6,6,3,4,40,78,2,3,1,1,4,0
165024,40,0,0,11,10,8,7,81,58,0,4,1,0,4,1
165024,52,0,0,136,67,78,51,631,394,7,8,10,5,20,14
165167,13,0,1,0,25,3,40,1,20,0,0,0,3,0,3
165167,52,0,1,20,29,13,46,16,9,0,1,28,15,4,2
165334,13,0,0,0,2,0,1,1,8,1,1,0,0,0,1
165334,26,0,0,3,8,3,7,16,67,2,1,6,4,2,12
165334,27,0,0,0,0,0,0,7,5,0,0,7,4,1,3
165334,40,0,0,0,0,1,0,9,11,2,1,8,2,2,1
165334,52,0,1,1,0,4,8,28,18,5,3,14,15,5,8
165529,13,0,0,0,5,0,9,9,87,0,4,0,0,0,1
165529,26,0,0,4,27,4,9,15,27,4,7,1,2,4,2
165529,52,0,1,42,16,21,12,181,64,24,11,24,1,10,0
165574,13,0,0,0,1,1,6,1,14,0,7,0,0,0,1
165574,26,0,0,0,0,0,0,2,1,0,0,2,1,0,0
165574,27,0,0,1,0,0,0,0,0,0,0,3,0,0,0
165574,52,1,0,15,10,18,5,57,41,35,26,11,6,1,3
165644,13,0,1,1,5,1,7,4,30,0,0,0,0,0,3
165644,14,0,1,6,3,4,1,16,1,0,0,5,2,0,0
165644,26,0,2,2,18,3,13,8,15,0,0,1,2,1,4
165644,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0
165644,40,0,0,1,0,1,0,6,1,0,0,2,0,0,0
165644,52,1,0,22,31,12,13,55,44,2,2,8,5,3,2
165662,13,0,0,0,1,0,5,10,31,0,0,0,1,0,0
165662,52,0,0,4,4,14,30,35,93,2,1,15,56,3,13
165671,13,0,1,0,4,0,4,15,73,0,2,0,0,0,1
165671,26,0,0,2,6,3,20,31,119,0,3,1,2,1,16
165671,27,0,0,0,0,0,1,7,9,0,0,0,0,0,0
165671,40,0,0,0,1,1,0,4,7,0,0,0,0,0,0
165671,52,0,0,5,3,4,7,36,51,4,3,2,5,2,8
165699,13,0,0,0,0,1,5,9,177,0,8,0,0,0,0
165699,14,0,1,0,0,2,0,12,9,2,2,1,0,0,1
165699,26,0,0,0,0,2,3,0,47,2,3,2,1,25,0
165699,27,0,0,0,0,0,1,10,13,1,1,0,0,0,0
165699,52,0,1,13,9,23,15,400,292,20,19,23,8,5,8
165802,13,0,0,0,2,0,4,0,7,0,23,0,0,0,0
165802,26,0,0,0,7,5,2,0,2,7,12,1,0,0,0
165802,52,0,0,17,21,16,22,32,47,49,88,75,21,3,3
165820,13,0,1,1,8,2,33,92,283,1,3,0,0,0,5
165820,26,0,0,34,52,24,50,72,143,1,3,0,2,2,6
165820,27,0,0,3,0,0,0,11,5,1,0,0,0,0,0
165820,40,0,0,2,3,5,5,19,16,0,1,0,0,3,2
165820,52,0,1,41,19,45,39,155,116,6,2,1,0,12,9
165866,13,0,1,3,16,1,27,22,254,0,4,0,0,0,2
165866,14,0,0,4,0,5,1,9,2,0,0,0,0,2,1
165866,26,0,0,16,27,15,36,35,84,1,2,2,0,6,16
165866,27,0,1,1,1,2,4,11,32,0,1,0,0,2,1
165866,40,0,0,1,5,2,4,22,7,0,1,0,1,0,0
165866,52,0,0,79,30,95,58,300,151,9,4,4,3,18,16
165884,14,0,0,0,0,4,0,5,0,1,0,1,0,2,0
165884,52,1,0,13,2,12,2,9,1,4,0,0,0,2,1
165936,13,0,0,2,5,2,11,20,139,0,0,6,7,1,14
165936,26,0,1,7,12,6,19,41,90,1,1,10,15,4,9
165936,27,0,0,0,0,0,0,7,2,1,0,5,0,0,0
165936,40,0,0,2,0,2,1,24,10,5,0,4,0,0,3
165936,52,0,0,3,1,8,11,75,55,0,1,14,10,3,3
166027,14,0,0,10,6,11,10,36,28,2,1,22,7,13,24
166027,26,0,1,11,41,22,38,66,95,2,7,21,26,35,78
166027,27,0,0,9,4,19,9,107,30,11,1,49,15,79,54
166027,40,0,0,3,4,13,6,50,20,3,4,14,9,37,31
166045,13,0,0,0,0,0,0,5,9,0,0,0,0,0,0
