"UNITID","CIPCODE","EFAIANM","EFAIANW","EFBKAAM","EFBKAAW","EFHISPM","EFHISPW","EFWHITM","EFWHITW","EFUNKNM","EFUNKNW","EFNRALM","EFNRALW","DVEFAIM","DVEFAIW"
219833,40,0,1,2,3,1,0,2,1,4,1,0,1,0,0
219833,52,1,3,50,79,19,17,91,46,31,37,11,3,8,4
219949,13,0,0,11,7,0,1,11,62,4,17,1,0,0,0
219949,26,0,1,7,8,9,5,41,67,15,17,0,2,0,1
219949,27,0,0,1,0,1,0,11,4,7,0,0,3,0,0
219949,52,4,0,37,10,8,6,124,85,67,28,17,9,2,1
219976,13,0,0,1,4,5,17,20,163,0,0,0,3,0,3
219976,14,0,0,9,1,15,3,130,34,0,0,12,3,5,1
219976,26,0,1,8,15,9,20,79,154,3,0,6,5,3,15
219976,27,0,0,0,0,0,1,9,1,0,0,0,1,1,0
219976,40,0,0,0,0,3,0,5,8,0,0,0,0,0,1
219976,52,1,0,24,25,22,21,232,189,3,0,16,16,4,14
220002,52,0,0,3,11,0,0,1,8,0,0,0,0,0,0
220075,13,0,0,1,4,0,1,29,253,0,2,1,0,0,3
220075,14,0,0,0,0,1,0,19,2,1,1,0,0,0,0
220075,26,1,1,5,22,7,10,157,284,1,9,1,1,8,5
220075,27,0,0,1,0,0,0,33,34,1,1,0,0,1,1
220075,40,0,1,7,1,7,2,143,106,3,2,0,0,7,2
220075,52,1,1,47,20,27,22,617,427,9,7,55,57,6,7
220181,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0
220181,26,0,0,30,144,0,0,1,0,2,3,5,6,0,2
220181,27,0,0,6,8,0,0,0,0,1,0,3,1,0,0
220181,40,0,0,9,24,0,0,1,0,0,3,1,2,1,0
220181,52,0,0,40,66,0,3,0,2,5,2,3,2,0,0
220206,13,0,0,1,3,1,0,6,40,0,0,0,0,1,1
220206,26,0,0,1,1,0,1,5,16,0,0,0,0,1,1
220206,52,0,0,2,0,0,2,24,24,0,0,0,0,0,0
220215,13,1,2,1,1,0,0,32,117,2,8,0,1,0,2
220215,14,0,0,0,0,0,0,8,3,0,0,0,0,0,0
220215,26,0,0,2,4,0,1,36,46,2,2,0,0,1,1
220215,27,0,0,0,1,0,0,13,3,1,0,0,0,0,0
220215,40,0,0,0,0,0,0,3,11,0,0,0,0,0,0
220215,52,0,0,5,6,2,0,112,58,8,2,8,2,0,0
220312,52,0,0,2,0,3,1,10,3,0,0,0,0,0,0
220473,13,0,0,2,1,0,3,17,45,0,3,1,4,0,0
220473,52,0,0,3,3,4,1,43,26,2,2,1,3,1,1
220516,13,0,1,0,1,0,2,11,56,0,5,0,0,0,1
220516,26,0,0,1,0,2,0,13,28,2,1,0,1,1,1
220516,27,0,0,1,0,1,1,3,7,1,0,1,1,1,0
220516,40,0,0,0,0,0,1,6,0,0,0,1,0,0,0
220516,52,0,0,9,5,11,5,111,121,17,18,15,4,0,0
220552,13,0,0,0,0,0,0,1,17,0,0,0,0,0,0
220552,52,0,2,10,13,2,2,34,68,0,1,0,0,0,0
220598,13,1,0,130,29,2,0,0,0,12,4,0,0,1,0
220598,26,0,0,39,131,1,0,0,0,4,11,0,0,0,0
220598,27,0,0,5,7,0,0,1,0,1,1,0,0,0,0
220598,40,0,0,11,8,0,1,0,0,0,1,0,0,0,0
220598,52,0,0,145,109,3,1,1,1,12,7,0,0,0,0
220604,13,0,0,15,77,0,0,0,0,0,0,1,1,0,0
220604,26,0,0,22,99,0,0,0,0,0,0,1,1,0,0
220604,27,0,0,4,2,0,0,0,0,0,0,1,0,0,0
220604,40,0,0,1,5,0,0,0,0,0,0,0,0,0,0
220604,52,0,0,70,126,1,0,0,0,0,0,0,0,0,0
220613,13,1,1,5,11,0,3,85,437,4,19,1,2,0,4
220613,26,0,0,0,1,2,0,18,34,0,2,1,0,0,3
220613,27,0,0,1,0,0,0,21,19,1,2,4,3,0,0
220613,40,0,0,0,0,0,0,3,6,0,0,0,0,0,0
220613,52,2,0,7,9,4,4,207,151,10,5,18,7,2,1
220631,13,0,1,0,1,0,0,29,69,9,5,0,0,0,0
220631,26,1,3,2,2,0,1,57,95,2,3,0,3,2,1
220631,27,0,0,1,0,0,0,7,7,0,0,0,0,0,0
220631,40,0,0,0,0,0,0,15,20,1,0,0,1,0,0
220631,52,1,0,20,7,0,0,77,51,7,0,25,9,0,0
220701,13,0,0,2,1,1,0,19,65,3,4,1,1,0,2
220701,26,1,0,0,7,1,2,13,46,2,4,1,0,0,0
220701,27,0,0,0,0,0,0,8,5,1,0,0,0,0,0
220701,40,0,0,0,0,0,0,5,3,2,1,0,1,0,0
220701,52,0,0,12,9,7,3,77,40,4,4,8,5,1,1
220710,13,0,0,2,2,0,2,20,39,0,0,0,0,0,0
220710,14,0,0,4,0,0,0,10,3,0,0,0,0,0,0
220710,26,0,0,4,4,0,3,23,56,3,0,0,2,0,3
220710,27,0,0,0,0,1,0,8,3,0,0,0,1,0,0
220710,40,0,0,0,0,0,0,2,3,0,0,0,0,0,0
220710,52,0,0,23,4,9,3,82,41,0,1,2,1,0,0
220862,13,0,2,38,176,2,19,50,310,0,8,1,7,2,3
220862,14,3,0,143,57,56,20,442,98,21,3,74,7,56,15
220862,26,1,4,65,173,13,38,101,164,5,7,4,7,14,30
220862,27,0,0,12,8,8,1,32,13,1,0,4,0,4,2
220862,40,0,0,25,70,16,8,68,84,2,3,4,1,8,12
220862,52,4,2,362,436,78,80,861,487,16,6,30,18,75,56
220978,13,0,0,11,70,1,34,51,469,0,1,0,3,1,14
220978,14,0,0,20,3,24,7,227,32,2,0,38,7,18,3
220978,26,0,2,51,152,26,52,248,366,1,0,12,19,25,54
220978,27,0,0,3,7,4,1,28,30,0,0,0,1,6,3
220978,40,0,0,17,14,10,8,138,76,0,0,4,4,8,5
220978,52,5,2,284,241,114,71,1017,567,3,3,121,70,73,59
221351,13,0,0,0,4,1,1,5,19,0,0,0,2,0,0
221351,26,0,0,1,6,2,10,43,65,1,0,1,6,7,13
221351,27,0,0,2,0,1,0,5,7,0,0,0,0,0,0
221351,40,0,0,0,2,4,2,30,20,0,1,0,0,5,1
221351,52,1,0,9,12,6,4,74,43,0,3,4,2,2,3
221519,26,0,0,0,4,3,2,23,36,0,0,0,2,0,4
221519,27,0,0,0,0,0,0,6,4,0,0,1,3,1,0
221519,40,0,0,0,0,1,1,18,13,0,0,1,1,0,1
221661,13,0,0,2,5,7,23,20,46,0,0,1,4,2,6
221661,14,0,0,1,0,3,0,8,1,0,0,0,1,2,1
221661,26,0,0,11,18,36,51,36,36,0,0,9,4,39,38
221661,27,0,0,0,1,6,1,8,6,0,0,1,0,2,1
221661,40,0,0,0,3,4,4,17,4,0,0,4,1,7,9
221661,52,0,0,23,13,37,40,87,49,0,0,10,11,18,12
221731,13,0,0,0,3,0,0,22,81,0,0,0,2,0,0
221731,26,0,0,0,1,0,0,7,9,0,0,1,0,0,1
221731,27,0,0,0,0,0,0,3,2,0,0,0,0,0,0
221731,40,0,0,0,0,0,0,1,3,0,0,0,0,0,0
221731,52,0,0,16,8,9,4,62,81,1,4,23,1,1,2
221740,13,0,2,3,46,0,28,69,499,1,3,0,1,1,5
221740,14,6,2,44,16,43,9,521,89,14,3,91,6,25,6
221740,26,0,0,22,80,9,34,166,342,3,14,1,2,11,20
221740,27,1,0,1,2,0,2,33,36,2,0,0,0,1,0
221740,40,0,0,7,14,8,6,95,105,4,1,2,2,4,6
221740,52,4,3,103,93,48,39,939,658,24,20,12,5,27,16
221759,13,1,0,5,3,0,5,32,156,0,2,0,0,1,2
221759,14,1,0,94,42,82,32,1787,509,67,24,49,15,129,39
221759,26,1,1,31,49,21,29,340,543,12,7,4,7,40,37
221759,27,0,0,4,7,6,3,104,75,1,1,10,3,9,7
221759,40,2,0,10,16,17,8,217,126,10,5,6,5,12,10
221759,52,4,3,127,100,125,87,2690,1484,79,38,70,45,108,64
221768,13,0,2,14,21,0,10,72,359,0,0,0,1,0,0
221768,14,1,0,15,4,10,2,179,23,0,0,10,1,2,0
221768,26,1,2,11,21,8,4,63,117,0,0,1,3,0,4
221768,27,0,0,0,1,0,0,5,7,0,0,1,0,0,0
221768,40,0,0,2,6,1,1,46,30,0,0,0,1,1,0
221768,52,0,3,48,48,16,8,321,241,0,0,40,15,2,5
221838,13,0,0,55,137,0,6,3,28,0,2,1,3,0,2
221838,14,0,0,195,71,7,2,69,9,2,0,77,8,1,4
221838,26,0,0,57,229,0,5,12,16,0,8,3,14,1,1
221838,27,0,0,7,14,0,0,4,4,0,0,0,1,0,0
221838,40,0,0,12,56,0,0,1,5,0,1,4,3,2,2
221838,52,0,1,44,381,4,5,9,44,3,3,88,20,1,7
221847,13,0,0,1,1,2,4,88,265,0,1,0,1,0,0
221847,14,1,0,54,8,50,15,1250,214,12,1,89,10,36,9
221847,26,0,0,5,9,5,4,80,164,2,1,0,4,4,5
221847,27,0,0,0,1,1,0,20,12,0,0,2,0,1,0
221847,40,1,1,3,2,3,1,108,64,0,0,0,3,1,2
221847,52,1,1,26,12,21,12,555,335,1,1,42,9,15,12
221892,13,0,2,5,6,0,5,19,70,0,4,0,6,0,2
221892,14,0,1,0,0,1,1,3,0,1,0,3,2,0,0
221892,26,0,0,3,5,3,12,22,40,0,6,6,7,0,3
221892,27,0,0,0,0,0,0,7,1,0,1,1,1,0,0
221892,40,0,0,0,0,0,1,5,10,2,0,1,1,0,0
221892,52,1,1,33,70,22,32,165,230,5,19,14,18,3,5
221953,13,0,0,4,10,1,0,20,106,1,2,2,2,0,0
221953,26,2,1,5,6,2,2,18,47,2,1,1,1,2,0
221953,27,0,0,2,0,0,0,6,5,0,0,0,1,0,0
221953,40,0,0,2,0,1,1,3,4,0,0,1,2,0,0
221953,52,1,0,27,11,6,2,162,130,10,6,38,9,2,3
221971,13,1,0,0,2,0,1,18,74,0,0,0,0,0,4
221971,14,1,0,0,1,1,0,36,5,1,0,2,0,0,1
221971,26,2,2,3,9,0,0,38,70,0,0,1,1,3,0
221971,27,0,0,1,0,0,0,4,8,0,0,0,1,0,0
221971,40,0,0,0,1,0,1,18,18,0,0,0,1,0,1
221971,52,1,4,14,84,3,4,106,119,1,2,6,2,3,4
221999,13,0,0,0,10,5,18,25,140,2,10,4,8,3,14
221999,14,6,0,62,47,60,42,291,152,28,17,59,24,93,48
221999,26,0,1,16,20,16,19,55,78,9,10,8,5,58,40
221999,27,0,0,2,0,1,1,12,7,3,1,13,19,9,5
221999,40,0,1,2,2,7,6,20,13,3,1,4,1,9,3
222178,13,0,1,4,11,11,30,32,181,0,0,0,3,0,0
222178,14,0,0,16,1,16,5,47,11,0,0,8,5,1,1
222178,26,0,0,5,23,26,52,65,83,1,2,3,5,4,3
222178,27,0,0,0,2,1,2,7,3,0,0,3,2,0,1
222178,40,0,0,0,0,6,0,15,8,0,0,3,1,0,1
222178,52,0,0,20,14,61,51,303,164,2,0,23,17,7,4
222628,52,0,0,8,17,7,6,12,17,0,1,1,1,1,6
222831,14,1,0,5,0,40,13,73,9,0,0,9,2,1,0
222831,26,0,2,9,12,60,97,58,12,0,0,2,8,1,97
222831,27,2,0,1,0,18,10,25,13,0,0,0,3,0,0
222831,40,0,0,6,1,31,8,53,33,0,0,12,9,0,0
222831,52,2,0,64,27,186,118,254,183,0,1,34,47,5,11
222877,13,0,0,2,3,5,4,4,15,0,0,0,0,0,1
222877,52,0,0,9,4,9,1,9,2,0,0,0,0,0,1
222938,52,0,0,1,16,3,9,1,5,1,1,0,2,0,0
222983,26,0,0,0,2,4,4,14,22,1,0,0,0,16,21
222983,27,0,0,0,1,1,0,9,6,0,0,1,0,1,2
222983,40,0,0,1,1,5,1,4,7,0,0,1,0,2,2
222983,52,0,0,8,1,15,8,34,13,0,0,2,2,7,5
222992,13,1,6,8,48,67,415,112,398,4,3,0,16,8,22
222992,14,16,2,79,20,548,108,646,114,10,3,38,11,132,29
222992,26,1,8,19,30,117,233,177,254,5,6,3,7,20,57
222992,27,0,2,5,3,57,39,95,62,1,1,0,2,14,20
222992,40,1,0,10,3,69,63,143,72,0,0,0,1,9,11
222992,52,19,14,187,191,897,959,1252,998,17,26,41,73,157,187
223232,13,0,1,6,12,26,56,73,361,1,0,0,4,4,8
223232,14,2,1,19,11,60,24,305,91,2,1,27,6,16,10
223232,26,2,3,50,117,153,259,361,602,5,10,19,40,149,166
223232,27,0,0,3,4,9,6,30,26,1,0,27,7,7,3
223232,40,1,0,7,7,21,15,49,35,0,0,5,3,7,5
223232,52,8,4,57,57,244,183,1458,1139,12,6,97,94,75,61
223463,52,0,0,14,9,2,21,4,9,0,0,0,0,1,0
223506,13,0,1,2,4,6,34,2,41,1,1,0,0,0,0
223506,52,2,1,2,20,23,103,39,93,1,3,0,0,1,3
224004,13,0,1,0,4,4,32,11,40,0,5,0,0,0,2
224004,26,0,1,4,4,8,26,13,26,1,2,0,1,0,3
224004,27,0,0,1,0,4,2,3,3,2,0,0,0,0,1
224004,40,0,0,0,0,0,1,0,2,0,0,0,0,0,0
224004,52,3,1,28,32,76,79,83,93,7,7,1,0,6,7
224147,13,0,0,0,0,1,3,0,4,0,0,0,0,0,0
224147,14,1,0,10,2,199,31,203,27,5,1,19,3,11,4
224147,26,0,1,20,55,181,480,144,307,2,6,6,9,12,36
224147,27,0,0,1,0,13,14,4,11,1,0,1,1,0,0
224147,40,1,0,2,3,31,31,45,28,1,1,6,7,2,0
224147,52,0,1,34,31,318,288,316,240,3,7,47,27,16,15
224226,13,0,1,0,2,2,28,6,145,0,0,0,7,0,2
224226,26,1,0,4,14,16,39,28,73,0,0,7,9,0,13
224226,27,0,0,0,0,0,2,6,3,0,0,3,3,0,0
224226,52,2,2,28,51,66,63,237,193,0,0,55,42,11,7
224244,13,0,0,1,1,2,2,5,5,0,1,0,0,0,0
224244,52,0,0,15,10,14,0,18,7,5,0,3,0,0,0
224323,13,0,2,0,1,2,10,1,18,0,0,0,1,1,1
224323,26,0,1,2,5,14,52,34,74,2,1,4,4,12,22
224323,27,0,0,1,0,2,1,7,3,0,1,1,0,1,0
224323,40,0,0,1,0,4,2,20,10,1,0,4,0,5,0
224323,52,1,0,9,1,36,25,89,48,1,1,3,2,5,7
224527,13,0,0,19,6,6,15,43,127,0,0,0,0,0,1
224527,26,0,0,4,5,1,7,16,21,0,1,1,1,0,1
224527,27,0,0,1,1,3,0,1,0,0,0,0,0,0,0
224527,40,0,0,1,0,1,1,7,4,0,0,0,0,0,0
224527,52,2,0,31,9,12,9,116,54,1,0,2,1,1,0
224545,14,0,0,4,1,16,2,39,2,6,0,10,0,1,0
224545,26,1,1,4,9,11,14,32,43,2,2,4,2,3,4
224545,27,0,0,4,1,5,2,8,12,0,1,0,0,0,1
224545,40,0,0,2,0,3,1,2,5,0,0,2,1,0,0
224545,52,2,2,12,34,24,32,91,91,4,7,19,9,2,3
224554,13,0,1,1,4,0,1,1,11,0,0,0,1,0,1
224554,14,1,0,42,6,55,8,82,16,1,0,4,1,5,0
224554,26,0,0,14,42,18,34,38,42,2,2,1,2,2,8
224554,27,0,0,5,5,7,14,25,14,1,0,2,0,1,0
224554,40,1,2,6,2,10,7,27,15,1,0,3,1,0,2
224554,52,2,2,128,157,115,160,269,281,8,7,14,6,15,7
224660,52,0,1,5,1,11,29,5,3,3,0,0,0,0,0
224679,52,0,0,5,1,26,47,4,1,0,0,0,0,1,0
224776,52,0,0,3,7,1,5,1,5,0,0,0,1,0,0
225201,52,1,2,14,12,34,59,37,26,4,3,0,0,0,3
225247,13,1,0,10,5,8,20,57,90,2,2,1,1,0,1
225247,26,1,0,5,15,13,20,43,83,1,0,1,5,4,4
225247,27,0,0,0,0,4,2,3,1,0,0,0,0,0,0
225247,40,0,0,3,1,3,2,14,5,0,0,0,0,2,0
225247,52,1,0,29,5,31,22,127,72,3,1,3,4,2,1
225399,13,0,0,11,8,8,57,9,36,4,6,0,3,1,4
225399,14,0,0,8,1,5,3,2,0,4,0,1,0,0,1
225399,26,0,2,18,44,43,83,21,40,5,14,1,8,18,35
225399,27,0,0,2,1,5,0,5,2,0,0,0,1,0,1
225399,40,1,0,2,2,3,4,3,1,1,0,3,0,2,3
225399,52,1,1,25,30,65,66,48,51,17,6,16,11,13,7
225414,14,2,5,11,4,114,23,82,22,4,1,7,2,25,2
225414,26,0,1,8,16,56,130,40,119,2,2,0,2,31,44
225414,27,0,2,4,6,13,36,36,38,3,2,0,1,4,4
225414,40,1,0,0,1,18,17,25,15,0,0,0,1,8,1
225414,52,0,4,35,54,266,324,272,297,1,5,20,19,62,49
225432,26,0,2,20,25,59,148,23,38,3,7,14,17,38,39
225432,27,0,0,10,10,44,39,29,14,0,0,7,14,6,11
225432,40,0,0,21,12,50,64,31,18,0,1,18,13,11,17
225432,52,3,4,126,227,514,728,261,238,10,14,91,92,187,163
225502,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0
225502,26,0,0,6,22,16,50,10,17,0,1,2,5,6,0
225502,27,0,0,1,0,6,10,3,7,0,0,0,0,1,0
225502,52,2,1,45,95,144,266,117,183,4,2,24,13,43,85
225511,14,4,1,107,39,669,221,575,172,55,37,206,92,557,189
225511,26,1,0,114,152,349,456,223,260,30,44,45,55,601,791
225511,27,0,0,12,15,93,61,66,33,5,4,8,6,54,65
225511,40,0,0,23,22,124,71,126,63,10,7,22,17,87,74
225511,52,4,3,290,329,1249,1377,1150,800,67,87,210,304,1099,948
225548,13,0,0,11,8,14,21,39,51,7,4,0,0,2,2
225548,14,0,1,3,0,5,4,7,4,0,0,0,0,0,0
225548,26,0,0,2,1,8,7,10,13,0,0,0,0,0,0
225548,27,0,0,0,0,0,1,1,1,0,0,0,0,0,0
225548,40,0,0,1,1,1,0,2,3,0,0,0,0,0,0
225548,52,0,1,16,5,25,15,52,40,6,4,0,0,0,0
225575,13,0,1,15,64,10,37,3,5,0,0,0,0,0,1
225575,26,0,0,11,52,4,13,0,2,0,1,0,1,0,1
225575,27,0,0,7,4,5,2,1,0,0,0,2,0,0,0
225575,40,0,0,1,5,1,2,0,0,0,0,0,0,0,0
225575,52,0,1,69,99,33,40,6,8,0,0,5,4,0,1
225627,13,1,1,7,5,33,98,7,22,3,9,0,1,0,3
225627,14,0,0,6,2,35,5,5,3,5,1,5,5,0,1
225627,26,0,2,6,13,89,213,23,38,15,42,4,5,9,18
225627,27,0,0,0,0,9,14,1,5,2,0,1,3,0,0
225627,40,0,0,2,0,11,10,8,7,1,1,3,0,0,1
225627,52,1,3,67,45,367,501,177,140,50,57,97,35,20,13
225885,13,0,0,13,25,1,3,3,2,0,1,0,1,0,0
225885,26,0,0,31,77,3,15,1,1,1,13,0,0,0,0
225885,27,0,0,3,1,3,0,3,1,1,0,1,0,0,0
225885,40,0,0,4,5,0,1,0,0,2,2,0,0,0,0
225885,52,0,0,100,104,16,3,3,1,10,8,1,0,0,0
226091,14,8,1,167,45,255,84,495,115,11,4,43,11,84,33
226091,26,1,4,34,69,22,52,73,89,7,1,1,2,18,33
226091,27,0,0,2,7,3,5,9,18,0,0,0,1,3,5
226091,40,0,0,4,12,9,9,23,32,0,0,2,0,2,4
226091,52,2,3,127,141,87,119,255,258,8,9,15,11,24,31
226152,14,0,0,1,0,262,62,6,1,1,0,10,3,1,1
226152,26,1,0,1,0,227,451,5,14,1,0,2,0,1,3
226152,27,0,0,0,1,59,74,1,1,0,1,1,0,0,0
226152,40,0,0,0,0,26,21,0,0,0,0,2,3,0,1
226152,52,1,0,3,2,584,470,7,6,1,0,28,8,2,2
226231,13,0,0,3,17,4,27,9,98,0,3,0,0,0,1
226231,14,5,0,3,1,10,4,248,58,38,5,15,5,6,2
226231,26,1,0,0,1,0,2,7,7,3,4,0,0,0,0
226231,27,0,0,0,0,0,0,3,3,1,1,2,0,0,0
226231,40,0,0,0,1,0,0,9,8,0,0,1,0,0,1
226231,52,0,0,10,33,20,13,77,68,5,6,2,3,0,2
226383,13,0,2,4,3,13,37,43,116,0,0,1,0,0,2
226383,26,0,0,2,0,6,15,11,30,0,0,0,0,1,0
226383,27,0,0,1,0,11,4,18,3,0,0,1,0,0,0
226383,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0
226383,52,0,0,7,4,22,19,78,41,0,0,5,1,0,0
226471,13,0,5,19,25,24,40,45,167,0,4,0,0,2,1
226471,14,1,0,20,1,24,6,39,4,1,1,0,1,1,1
226471,26,2,1,17,31,25,61,39,69,2,5,2,1,5,4
226471,27,0,0,1,0,1,1,2,2,0,0,1,1,1,0
226471,40,0,0,2,4,4,1,6,7,0,0,0,0,0,0
226471,52,1,0,47,23,52,61,175,129,2,4,9,6,2,1
226587,13,1,1,10,10,16,30,35,78,0,2,0,0,0,2
226587,26,1,1,6,4,7,18,12,23,0,1,7,1,1,0
226587,27,0,0,0,0,2,1,1,2,0,0,0,1,0,0
226587,40,1,0,3,0,14,2,21,2,0,0,2,0,0,1
226587,52,0,0,22,6,35,19,57,41,2,5,12,2,0,0
226806,13,0,1,2,3,3,50,4,32,0,2,0,1,0,0
226806,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0
226806,52,0,0,3,9,36,118,36,42,2,1,0,3,2,6
226833,13,0,2,1,18,7,59,15,161,1,1,0,4,0,5
226833,14,2,0,26,4,29,6,79,9,4,0,52,12,7,1
226833,26,2,4,12,36,30,43,50,96,0,0,11,35,7,8
226833,27,0,0,2,2,4,1,7,6,0,0,1,6,0,0
226833,40,0,0,3,3,14,8,29,23,0,0,8,19,1,2
226833,52,5,4,75,52,72,49,219,146,1,1,76,77,11,8
226879,52,0,0,3,2,1,2,6,7,0,1,0,0,0,0
227216,14,5,0,179,64,422,112,685,121,24,5,217,49,96,41
227216,26,5,5,116,289,232,407,327,552,3,6,31,44,120,167
227216,27,1,1,9,18,36,25,84,58,1,2,2,7,11,11
227216,40,0,1,14,23,44,43,90,69,1,1,5,4,10,11
227216,52,2,13,395,396,831,712,1453,1101,33,12,214,201,221,197
227331,13,0,1,1,9,21,92,7,6,0,0,0,0,0,0
227331,26,2,0,3,12,26,88,6,13,1,1,1,1,1,0
227331,27,0,0,0,0,2,6,1,1,0,0,0,0,0,0
227331,40,0,0,0,1,2,2,0,0,0,0,0,0,0,0
227331,52,1,1,8,11,68,55,15,8,1,2,10,3,0,0
227368,14,0,0,3,2,1603,336,41,2,34,8,108,38,23,6
227368,26,0,0,10,12,1000,1728,32,35,35,41,10,12,43,67
227368,27,0,0,3,0,140,144,4,3,5,8,5,2,1,0
227368,40,0,0,1,0,219,164,8,6,5,7,8,5,8,8
227368,52,0,0,7,0,1336,1192,50,30,48,34,69,68,11,3
227429,13,0,0,5,16,0,3,0,1,0,0,0,0,0,0
227429,26,0,0,0,6,1,1,0,0,0,0,0,0,0,0
227429,52,0,1,74,66,22,9,0,2,1,0,3,2,0,0
227526,14,4,0,613,230,84,28,24,8,1,0,33,16,41,12
227526,26,0,2,113,453,11,48,2,6,0,1,0,2,5,5
227526,27,0,0,15,13,1,2,5,0,0,0,4,0,4,0
227526,40,0,0,17,55,5,7,0,0,0,0,1,0,0,0
227526,52,2,2,439,530,31,42,9,6,0,2,10,6,9,8
227757,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0
227757,14,2,0,38,21,155,62,237,96,9,6,97,40,123,93
227757,26,0,1,6,11,17,17,22,53,0,2,5,5,41,63
227757,27,0,0,3,7,15,2,34,17,2,2,30,16,16,12
227757,40,0,0,5,3,13,3,26,9,1,1,8,2,18,10
227757,52,0,0,3,0,2,0,8,4,1,0,1,2,0,3
227845,13,0,0,0,1,7,49,6,48,2,0,0,4,1,1
227845,26,3,1,5,23,66,181,28,98,0,2,4,10,5,19
227845,27,0,0,0,1,14,8,8,7,1,1,9,2,0,0
227845,40,0,0,0,3,6,9,7,13,0,0,3,0,2,3
227845,52,0,2,9,15,178,198,182,106,7,5,71,42,12,15
227863,13,0,0,0,0,2,1,0,0,0,0,0,0,0,0
227863,26,0,1,4,6,12,38,6,14,0,2,2,4,15,28
227863,27,0,0,1,0,6,5,3,2,1,1,0,2,1,3
227863,40,0,0,0,1,5,4,0,2,0,0,1,5,4,7
227863,52,0,1,7,4,40,64,21,24,3,3,15,16,10,15
227881,26,0,2,49,108,51,156,94,206,6,3,2,5,7,36
227881,27,1,0,5,12,16,22,43,41,1,1,1,0,4,1
227881,40,2,1,19,36,61,108,96,129,1,3,1,5,3,9
227881,52,9,13,261,276,322,360,1017,836,32,26,34,16,36,43
228042,13,0,0,0,0,4,12,5,18,0,0,0,0,0,0
228042,14,0,0,0,0,5,0,14,1,0,0,1,0,0,0
228042,26,0,0,2,2,17,31,9,20,0,0,0,0,0,1
228042,27,0,0,0,0,4,1,3,1,0,0,0,0,0,0
228042,40,0,0,0,0,5,7,3,3,0,0,0,0,0,0
228042,52,0,0,5,1,27,15,47,24,0,0,0,0,1,0
228149,13,0,0,0,0,5,5,0,1,0,0,0,0,0,0
228149,14,1,0,1,2,111,38,37,9,3,3,48,12,3,3
228149,26,1,0,1,8,83,157,12,30,8,9,4,13,5,17
228149,27,0,0,2,1,10,10,3,1,1,1,0,1,0,0
228149,40,0,0,1,1,16,14,1,0,2,0,1,1,2,0
228149,52,1,0,12,6,166,168,49,33,8,5,26,25,4,4
228246,13,0,0,1,2,0,10,7,16,0,0,0,0,3,3
228246,14,0,2,21,13,94,48,381,226,0,0,63,15,48,25
228246,26,0,1,13,28,11,41,86,207,0,0,8,12,42,52
228246,27,0,0,7,6,19,10,108,102,0,0,44,38,15,12
228246,40,0,0,3,5,5,5,46,35,0,0,7,7,3,5
228246,52,3,4,34,15,142,98,1121,714,0,0,101,94,97,70
228325,13,1,9,5,6,5,19,25,93,0,0,1,0,1,0
228325,27,0,0,1,0,0,0,4,0,0,0,0,0,0,0
228325,52,0,1,30,9,18,13,53,37,1,0,2,2,3,1
228343,13,0,0,2,1,1,10,3,15,0,0,0,0,0,1
228343,26,0,0,0,2,12,21,14,32,0,0,1,1,0,3
228343,27,0,0,0,0,0,5,8,2,0,0,1,0,0,1
228343,40,0,0,2,0,1,2,9,9,1,0,0,0,0,0
228343,52,0,0,3,2,13,10,60,34,1,0,0,0,0,3
228431,14,0,0,13,4,26,5,56,6,0,0,3,1,3,0
228431,26,0,3,32,71,48,86,84,140,4,5,1,3,4,13
228431,27,0,0,6,4,4,12,32,32,0,0,0,0,0,1
228431,40,2,1,8,9,24,12,71,26,0,0,1,2,2,2
228431,52,6,6,160,125,183,184,653,495,7,6,13,18,14,9
228459,14,2,0,57,17,315,29,294,61,0,1,7,3,29,9
228459,26,0,2,74,178,333,594,347,533,1,2,2,3,19,56
228459,27,0,0,7,8,54,57,76,71,0,0,2,2,3,9
228459,40,1,0,5,7,54,42,84,39,0,2,0,0,5,7
228459,52,5,8,176,196,727,780,1264,987,3,8,20,15,63,72
228468,13,0,0,4,4,10,25,1,17,1,0,0,0,2,2
228468,26,0,0,2,5,8,23,8,4,0,0,0,0,2,4
228468,27,0,0,0,0,3,0,1,0,0,0,0,0,1,0
228468,40,0,0,1,0,1,3,0,1,0,0,0,0,2,1
228468,52,0,0,9,4,27,14,12,5,0,0,0,0,4,4
228501,13,0,1,1,1,5,24,8,8,0,0,0,0,0,0
228501,26,0,0,2,5,24,66,15,19,1,1,0,0,2,0
228501,27,0,0,3,0,18,6,4,2,2,0,0,0,0,1
228501,40,0,0,0,1,8,7,5,11,0,0,1,0,0,0
228501,52,0,4,11,5,69,97,32,19,0,0,0,0,0,1
228529,14,2,0,16,1,64,14,185,23,2,1,1,1,5,0
228529,26,1,3,9,27,25,92,79,167,1,1,0,0,2,8
228529,27,0,1,0,5,5,7,21,33,0,0,1,1,0,1
228529,40,0,0,0,2,17,17,54,35,0,0,0,1,0,2
228529,52,0,4,82,74,175,240,564,568,11,7,4,8,12,16
